ZONE,COUNTY,RESIDENCY,QUANTITY
1511,Robertson,VISITORS,26.96
1512,Robertson,RESIDENTS,514.04
1512,Robertson,VISITORS,4.24
1513,Robertson,RESIDENTS,1778.83
1513,Robertson,VISITORS,95.6
1514,Robertson,RESIDENTS,89.82
1514,Robertson,VISITORS,18.95
1515,Robertson,RESIDENTS,149.28
1515,Robertson,VISITORS,27.86
1516,Robertson,RESIDENTS,61.71
1516,Robertson,VISITORS,36.28
1517,Robertson,RESIDENTS,2040.16
1517,Robertson,VISITORS,59.71
1518,Robertson,RESIDENTS,109.44
1518,Robertson,VISITORS,15.84
1519,Robertson,RESIDENTS,624.14
1519,Robertson,VISITORS,4.08
1520,Robertson,RESIDENTS,200.49
1520,Robertson,VISITORS,10.42
1521,Robertson,RESIDENTS,322.3
1521,Robertson,VISITORS,34.75
1522,Robertson,RESIDENTS,648.31
1522,Robertson,VISITORS,7.03
1523,Robertson,RESIDENTS,739.33
1523,Robertson,VISITORS,70.54
1524,Robertson,RESIDENTS,151.24
1524,Robertson,VISITORS,17.99
1525,Robertson,RESIDENTS,409.11
1525,Robertson,VISITORS,21.8
1526,Robertson,RESIDENTS,519.67
1526,Robertson,VISITORS,15.15
1527,Robertson,RESIDENTS,4870.05
1527,Robertson,VISITORS,204.08
1528,Robertson,RESIDENTS,2267.58
1528,Robertson,VISITORS,52
1529,Robertson,RESIDENTS,882.48
1529,Robertson,VISITORS,22.9
1530,Robertson,RESIDENTS,675.12
1530,Robertson,VISITORS,22.02
1531,Robertson,RESIDENTS,3853.58
1531,Robertson,VISITORS,533.69
1532,Robertson,RESIDENTS,807.96
1532,Robertson,VISITORS,19.12
1533,Robertson,RESIDENTS,697.64
1533,Robertson,VISITORS,13.82
1534,Robertson,RESIDENTS,717.78
1534,Robertson,VISITORS,14.49
1535,Robertson,RESIDENTS,1428.53
1535,Robertson,VISITORS,108.45
1536,Robertson,RESIDENTS,1113.45
1536,Robertson,VISITORS,73.53
1537,Robertson,RESIDENTS,98.48
1537,Robertson,VISITORS,43.35
1538,Robertson,RESIDENTS,7911.58
1538,Robertson,VISITORS,645.64
1539,Robertson,RESIDENTS,1226.61
1539,Robertson,VISITORS,16.43
1540,Robertson,RESIDENTS,1887.65
1540,Robertson,VISITORS,27.74
1541,Robertson,RESIDENTS,900.66
1541,Robertson,VISITORS,17.27
1542,Robertson,RESIDENTS,3172.52
1542,Robertson,VISITORS,136.89
1543,Robertson,RESIDENTS,1406.07
1543,Robertson,VISITORS,68.56
1544,Robertson,RESIDENTS,1124.58
1544,Robertson,VISITORS,27.79
1545,Robertson,RESIDENTS,1287.83
1545,Robertson,VISITORS,137.84
1546,Robertson,RESIDENTS,1082.51
1546,Robertson,VISITORS,36.6
1547,Robertson,RESIDENTS,2088.98
1547,Robertson,VISITORS,180.52
1548,Robertson,RESIDENTS,1592.49
1548,Robertson,VISITORS,203.31
1549,Robertson,RESIDENTS,182.82
1549,Robertson,VISITORS,25.8
1550,Robertson,RESIDENTS,916.58
1550,Robertson,VISITORS,89.71
1551,Robertson,RESIDENTS,1321.35
1551,Robertson,VISITORS,225.46
1552,Robertson,RESIDENTS,1091.45
1552,Robertson,VISITORS,200.31
1553,Robertson,RESIDENTS,665.8
1553,Robertson,VISITORS,114.76
1554,Robertson,RESIDENTS,1324.72
1554,Robertson,VISITORS,57.52
1555,Robertson,RESIDENTS,2065.07
1555,Robertson,VISITORS,1260.25
1556,Robertson,RESIDENTS,1572.26
1556,Robertson,VISITORS,78.92
1557,Robertson,RESIDENTS,341.41
1557,Robertson,VISITORS,29.45
1558,Robertson,RESIDENTS,4543.96
1558,Robertson,VISITORS,507.46
1559,Robertson,RESIDENTS,2346.99
1559,Robertson,VISITORS,161.62
1560,Robertson,RESIDENTS,2135.75
1560,Robertson,VISITORS,176.39
1561,Robertson,RESIDENTS,5420.16
1561,Robertson,VISITORS,459.5
1562,Robertson,RESIDENTS,6255.15
1562,Robertson,VISITORS,461.84
1563,Robertson,RESIDENTS,264.96
1563,Robertson,VISITORS,34.12
1564,Robertson,RESIDENTS,2353.31
1564,Robertson,VISITORS,125.3
1565,Robertson,RESIDENTS,7.69
1565,Robertson,VISITORS,0
1566,Robertson,RESIDENTS,292.5
1566,Robertson,VISITORS,15.91
1567,Robertson,RESIDENTS,301.33
1567,Robertson,VISITORS,7.39
1568,Robertson,RESIDENTS,180.96
1568,Robertson,VISITORS,19.6
1569,Robertson,RESIDENTS,216.3
1569,Robertson,VISITORS,1.21
1570,Robertson,RESIDENTS,1100.91
1570,Robertson,VISITORS,167.86
1571,Robertson,RESIDENTS,1431.13
1571,Robertson,VISITORS,54.71
1572,Robertson,RESIDENTS,259.36
1572,Robertson,VISITORS,7.17
1573,Robertson,RESIDENTS,573.35
1573,Robertson,VISITORS,153.47
1574,Robertson,RESIDENTS,277.35
1574,Robertson,VISITORS,33.53
1575,Robertson,RESIDENTS,685.23
1575,Robertson,VISITORS,31
1576,Robertson,RESIDENTS,908.89
1576,Robertson,VISITORS,45.99
1577,Robertson,RESIDENTS,60.8
1577,Robertson,VISITORS,7.18
1578,Robertson,RESIDENTS,882.39
1578,Robertson,VISITORS,40.91
1579,Robertson,RESIDENTS,1801.65
1579,Robertson,VISITORS,263.44
1580,Robertson,RESIDENTS,1307.92
1580,Robertson,VISITORS,18.38
1581,Robertson,RESIDENTS,710.15
1581,Robertson,VISITORS,35.99
1582,Robertson,RESIDENTS,0
1582,Robertson,VISITORS,0
1583,Robertson,RESIDENTS,1675.9
1583,Robertson,VISITORS,65.35
1584,Robertson,RESIDENTS,141.38
1584,Robertson,VISITORS,3.57
1585,Robertson,RESIDENTS,3759.61
1585,Robertson,VISITORS,55.92
1586,Robertson,RESIDENTS,1441.71
1586,Robertson,VISITORS,19.54
1587,Robertson,RESIDENTS,1109.28
1587,Robertson,VISITORS,16.51
1588,Robertson,RESIDENTS,1655.71
1588,Robertson,VISITORS,30.44
1589,Robertson,RESIDENTS,2484.91
1589,Robertson,VISITORS,74.46
1590,Robertson,RESIDENTS,1072.16
1590,Robertson,VISITORS,4.37
1591,Robertson,RESIDENTS,757.89
1591,Robertson,VISITORS,2.99
1592,Robertson,RESIDENTS,1895.42
1592,Robertson,VISITORS,11.28
1593,Robertson,RESIDENTS,2781.6
1593,Robertson,VISITORS,47.7
1594,Robertson,RESIDENTS,2605.79
1594,Robertson,VISITORS,37.5
1595,Robertson,RESIDENTS,1021.77
1595,Robertson,VISITORS,7.26
1596,Robertson,RESIDENTS,1171.32
1596,Robertson,VISITORS,10.32
1597,Robertson,RESIDENTS,209.84
1597,Robertson,VISITORS,15.72
1598,Robertson,RESIDENTS,673.81
1598,Robertson,VISITORS,212.02
1599,Robertson,RESIDENTS,542.08
1599,Robertson,VISITORS,260.05
1600,Robertson,RESIDENTS,442.28
1600,Robertson,VISITORS,69.75
1601,Robertson,RESIDENTS,370.16
1601,Robertson,VISITORS,20.74
1602,Robertson,RESIDENTS,284.75
1602,Robertson,VISITORS,134.66
1603,Robertson,RESIDENTS,62.98
1603,Robertson,VISITORS,2.03
1604,Robertson,RESIDENTS,290.05
1604,Robertson,VISITORS,9.77
1605,Robertson,RESIDENTS,86.32
1605,Robertson,VISITORS,0.68
1606,Robertson,RESIDENTS,1155.11
1606,Robertson,VISITORS,126.46
1607,Robertson,RESIDENTS,820.14
1607,Robertson,VISITORS,214.76
1608,Robertson,RESIDENTS,488.63
1608,Robertson,VISITORS,36.67
1609,Robertson,RESIDENTS,867.92
1609,Robertson,VISITORS,221.27
1610,Robertson,RESIDENTS,245.57
1610,Robertson,VISITORS,81.28
1611,Robertson,RESIDENTS,315.06
1611,Robertson,VISITORS,47.27
1612,Robertson,RESIDENTS,336.62
1612,Robertson,VISITORS,45.51
1613,Rutherford,RESIDENTS,1561.62
1613,Rutherford,VISITORS,30.66
1614,Rutherford,RESIDENTS,1105.09
1614,Rutherford,VISITORS,7.31
1615,Rutherford,RESIDENTS,2567.92
1615,Rutherford,VISITORS,13.49
1616,Rutherford,RESIDENTS,1576.13
1616,Rutherford,VISITORS,11.49
1617,Rutherford,RESIDENTS,2018.17
1617,Rutherford,VISITORS,12.15
1618,Rutherford,RESIDENTS,1559.81
1618,Rutherford,VISITORS,11.43
1619,Rutherford,RESIDENTS,1050.46
1619,Rutherford,VISITORS,2.63
1620,Rutherford,RESIDENTS,1982.53
1620,Rutherford,VISITORS,8.14
1621,Rutherford,RESIDENTS,1203.67
1621,Rutherford,VISITORS,7.16
1622,Rutherford,RESIDENTS,1110.41
1622,Rutherford,VISITORS,2.61
1623,Rutherford,RESIDENTS,1551.01
1623,Rutherford,VISITORS,5.76
1624,Rutherford,RESIDENTS,1277.82
1624,Rutherford,VISITORS,1.36
1625,Rutherford,RESIDENTS,894.43
1625,Rutherford,VISITORS,2.4
1626,Rutherford,RESIDENTS,1768.32
1626,Rutherford,VISITORS,8.54
1627,Rutherford,RESIDENTS,6863.78
1627,Rutherford,VISITORS,96.49
1628,Rutherford,RESIDENTS,1942.67
1628,Rutherford,VISITORS,15.8
1629,Rutherford,RESIDENTS,9394.5
1629,Rutherford,VISITORS,92.24
1630,Rutherford,RESIDENTS,5733.93
1630,Rutherford,VISITORS,103.64
1631,Rutherford,RESIDENTS,1352
1631,Rutherford,VISITORS,13.95
1632,Rutherford,RESIDENTS,913.51
1632,Rutherford,VISITORS,4.78
1633,Rutherford,RESIDENTS,3893.07
1633,Rutherford,VISITORS,128.56
1634,Rutherford,RESIDENTS,2857.59
1634,Rutherford,VISITORS,121.93
1635,Rutherford,RESIDENTS,2606.7
1635,Rutherford,VISITORS,15.77
1636,Rutherford,RESIDENTS,3815.69
1636,Rutherford,VISITORS,177.96
1637,Rutherford,RESIDENTS,4979.46
1637,Rutherford,VISITORS,228.82
1638,Rutherford,RESIDENTS,2961.02
1638,Rutherford,VISITORS,33.13
1639,Rutherford,RESIDENTS,4638.03
1639,Rutherford,VISITORS,204.01
1640,Rutherford,RESIDENTS,3700.25
1640,Rutherford,VISITORS,77.94
1641,Rutherford,RESIDENTS,1328.96
1641,Rutherford,VISITORS,44.2
1642,Rutherford,RESIDENTS,3533.59
1642,Rutherford,VISITORS,21.9
1643,Rutherford,RESIDENTS,7314.38
1643,Rutherford,VISITORS,414.35
1644,Rutherford,RESIDENTS,2352.38
1644,Rutherford,VISITORS,98.61
1645,Rutherford,RESIDENTS,3443.3
1645,Rutherford,VISITORS,27.36
1646,Rutherford,RESIDENTS,985.09
1646,Rutherford,VISITORS,13.25
1647,Rutherford,RESIDENTS,138.04
1647,Rutherford,VISITORS,11.31
1648,Rutherford,RESIDENTS,1904.25
1648,Rutherford,VISITORS,11.3
1649,Rutherford,RESIDENTS,1243.55
1649,Rutherford,VISITORS,22.83
1650,Rutherford,RESIDENTS,1392.23
1650,Rutherford,VISITORS,64.21
1651,Rutherford,RESIDENTS,1676.16
1651,Rutherford,VISITORS,48.32
1652,Rutherford,RESIDENTS,1820.09
1652,Rutherford,VISITORS,60.16
1653,Rutherford,RESIDENTS,2558.73
1653,Rutherford,VISITORS,25.92
1654,Rutherford,RESIDENTS,5385.36
1654,Rutherford,VISITORS,188.23
1655,Rutherford,RESIDENTS,2455.45
1655,Rutherford,VISITORS,9.22
1656,Rutherford,RESIDENTS,1189.46
1656,Rutherford,VISITORS,6.9
1657,Rutherford,RESIDENTS,2453.43
1657,Rutherford,VISITORS,44.59
1658,Rutherford,RESIDENTS,2580.55
1658,Rutherford,VISITORS,10.21
1659,Rutherford,RESIDENTS,3111.11
1659,Rutherford,VISITORS,21.04
1660,Rutherford,RESIDENTS,1426.59
1660,Rutherford,VISITORS,15.81
1661,Rutherford,RESIDENTS,1460.72
1661,Rutherford,VISITORS,20.31
1662,Rutherford,RESIDENTS,1848.8
1662,Rutherford,VISITORS,21.65
1663,Rutherford,RESIDENTS,8885.09
1663,Rutherford,VISITORS,165.06
1664,Rutherford,RESIDENTS,6738.4
1664,Rutherford,VISITORS,111.02
1665,Rutherford,RESIDENTS,2012.5
1665,Rutherford,VISITORS,91.93
1666,Rutherford,RESIDENTS,3353.87
1666,Rutherford,VISITORS,192.12
1667,Rutherford,RESIDENTS,3145.56
1667,Rutherford,VISITORS,111.69
1668,Rutherford,RESIDENTS,3777.55
1668,Rutherford,VISITORS,49.3
1669,Rutherford,RESIDENTS,1773.8
1669,Rutherford,VISITORS,9.51
1670,Rutherford,RESIDENTS,9879.6
1670,Rutherford,VISITORS,94.91
1671,Rutherford,RESIDENTS,1901.39
1671,Rutherford,VISITORS,24.93
1672,Rutherford,RESIDENTS,4074.94
1672,Rutherford,VISITORS,32.71
1673,Rutherford,RESIDENTS,2656.67
1673,Rutherford,VISITORS,76
1674,Rutherford,RESIDENTS,4075.29
1674,Rutherford,VISITORS,24.91
1675,Rutherford,RESIDENTS,1748.69
1675,Rutherford,VISITORS,17.67
1676,Rutherford,RESIDENTS,1857.81
1676,Rutherford,VISITORS,29.63
1677,Rutherford,RESIDENTS,3079.36
1677,Rutherford,VISITORS,17.53
1678,Rutherford,RESIDENTS,1323.53
1678,Rutherford,VISITORS,14.36
1679,Rutherford,RESIDENTS,4090.03
1679,Rutherford,VISITORS,52.08
1680,Rutherford,RESIDENTS,50.36
1680,Rutherford,VISITORS,0
1681,Rutherford,RESIDENTS,4105.6
1681,Rutherford,VISITORS,90.99
1682,Rutherford,RESIDENTS,1910.95
1682,Rutherford,VISITORS,11.96
1683,Rutherford,RESIDENTS,2639.18
1683,Rutherford,VISITORS,36.14
1684,Rutherford,RESIDENTS,574.07
1684,Rutherford,VISITORS,13.37
1685,Rutherford,RESIDENTS,3359.97
1685,Rutherford,VISITORS,114.58
1686,Rutherford,RESIDENTS,1730.85
1686,Rutherford,VISITORS,7.95
1687,Rutherford,RESIDENTS,660.17
1687,Rutherford,VISITORS,11.21
1688,Rutherford,RESIDENTS,4273.91
1688,Rutherford,VISITORS,92.04
1689,Rutherford,RESIDENTS,1614.52
1689,Rutherford,VISITORS,3.07
1690,Rutherford,RESIDENTS,1809.75
1690,Rutherford,VISITORS,40.62
1691,Rutherford,RESIDENTS,781.4
1691,Rutherford,VISITORS,44.7
1692,Rutherford,RESIDENTS,1613.71
1692,Rutherford,VISITORS,54.77
1693,Rutherford,RESIDENTS,2225.73
1693,Rutherford,VISITORS,13.66
1694,Rutherford,RESIDENTS,1429.31
1694,Rutherford,VISITORS,4.83
1695,Rutherford,RESIDENTS,3064.14
1695,Rutherford,VISITORS,64.14
1696,Rutherford,RESIDENTS,15.85
1696,Rutherford,VISITORS,0
1697,Rutherford,RESIDENTS,160.67
1697,Rutherford,VISITORS,10.51
1698,Rutherford,RESIDENTS,175.71
1698,Rutherford,VISITORS,2.93
1699,Rutherford,RESIDENTS,269.18
1699,Rutherford,VISITORS,29.01
1700,Rutherford,RESIDENTS,322.02
1700,Rutherford,VISITORS,11.03
1701,Rutherford,RESIDENTS,409.5
1701,Rutherford,VISITORS,10.84
1702,Rutherford,RESIDENTS,82.92
1702,Rutherford,VISITORS,5.22
1703,Rutherford,RESIDENTS,197.23
1703,Rutherford,VISITORS,0.99
1704,Rutherford,RESIDENTS,216.85
1704,Rutherford,VISITORS,1.06
1705,Rutherford,RESIDENTS,18.97
1705,Rutherford,VISITORS,0.45
1706,Rutherford,RESIDENTS,1284.18
1706,Rutherford,VISITORS,26.63
1707,Rutherford,RESIDENTS,949.29
1707,Rutherford,VISITORS,12.96
1708,Rutherford,RESIDENTS,2027.41
1708,Rutherford,VISITORS,23.9
1709,Rutherford,RESIDENTS,1427.08
1709,Rutherford,VISITORS,2.64
1710,Rutherford,RESIDENTS,1949.66
1710,Rutherford,VISITORS,20.31
1711,Rutherford,RESIDENTS,1957.15
1711,Rutherford,VISITORS,29.8
1712,Rutherford,RESIDENTS,1270.6
1712,Rutherford,VISITORS,28.57
1713,Rutherford,RESIDENTS,1400.5
1713,Rutherford,VISITORS,52.66
1714,Rutherford,RESIDENTS,499.97
1714,Rutherford,VISITORS,24.2
1715,Rutherford,RESIDENTS,74.98
1715,Rutherford,VISITORS,1.45
1716,Rutherford,RESIDENTS,183.85
1716,Rutherford,VISITORS,22.09
1717,Rutherford,RESIDENTS,59.21
1717,Rutherford,VISITORS,22.09
1718,Rutherford,RESIDENTS,325.11
1718,Rutherford,VISITORS,15.23
1719,Rutherford,RESIDENTS,1047.29
1719,Rutherford,VISITORS,52.45
1720,Rutherford,RESIDENTS,890.2
1720,Rutherford,VISITORS,129.03
1721,Rutherford,RESIDENTS,70.56
1721,Rutherford,VISITORS,17.3
1722,Rutherford,RESIDENTS,445.71
1722,Rutherford,VISITORS,23.45
1723,Rutherford,RESIDENTS,23.77
1723,Rutherford,VISITORS,21.56
1724,Rutherford,RESIDENTS,305.17
1724,Rutherford,VISITORS,41.03
1725,Rutherford,RESIDENTS,616.59
1725,Rutherford,VISITORS,394
1726,Rutherford,RESIDENTS,637.88
1726,Rutherford,VISITORS,25
1727,Rutherford,RESIDENTS,141.32
1727,Rutherford,VISITORS,73.12
1728,Rutherford,RESIDENTS,45.09
1728,Rutherford,VISITORS,11.46
1729,Rutherford,RESIDENTS,945.15
1729,Rutherford,VISITORS,66.75
1730,Rutherford,RESIDENTS,310.01
1730,Rutherford,VISITORS,14.86
1731,Rutherford,RESIDENTS,601.69
1731,Rutherford,VISITORS,59.74
1732,Rutherford,RESIDENTS,4047.11
1732,Rutherford,VISITORS,41.06
1733,Rutherford,RESIDENTS,1205.21
1733,Rutherford,VISITORS,25.84
1734,Rutherford,RESIDENTS,2659.11
1734,Rutherford,VISITORS,180.53
1735,Rutherford,RESIDENTS,2063.16
1735,Rutherford,VISITORS,68.49
1736,Rutherford,RESIDENTS,2167.44
1736,Rutherford,VISITORS,92.85
1737,Rutherford,RESIDENTS,1619.41
1737,Rutherford,VISITORS,26.78
1738,Rutherford,RESIDENTS,1095.34
1738,Rutherford,VISITORS,21.48
1739,Rutherford,RESIDENTS,871.17
1739,Rutherford,VISITORS,52.38
1740,Rutherford,RESIDENTS,1894.41
1740,Rutherford,VISITORS,71.95
1741,Rutherford,RESIDENTS,407.77
1741,Rutherford,VISITORS,104.3
1742,Rutherford,RESIDENTS,1525.44
1742,Rutherford,VISITORS,56.65
1743,Rutherford,RESIDENTS,1066.19
1743,Rutherford,VISITORS,12.47
1744,Rutherford,RESIDENTS,1319.73
1744,Rutherford,VISITORS,106.07
1745,Rutherford,RESIDENTS,3227.43
1745,Rutherford,VISITORS,299.36
1746,Rutherford,RESIDENTS,3405.62
1746,Rutherford,VISITORS,84.57
1747,Rutherford,RESIDENTS,544.74
1747,Rutherford,VISITORS,102.49
1748,Rutherford,RESIDENTS,849.65
1748,Rutherford,VISITORS,72.86
1749,Rutherford,RESIDENTS,390.71
1749,Rutherford,VISITORS,66.12
1750,Rutherford,RESIDENTS,248.47
1750,Rutherford,VISITORS,18.29
1751,Rutherford,RESIDENTS,492.56
1751,Rutherford,VISITORS,56.2
1752,Rutherford,RESIDENTS,1139.83
1752,Rutherford,VISITORS,8.09
1753,Rutherford,RESIDENTS,1992.79
1753,Rutherford,VISITORS,5.49
1754,Rutherford,RESIDENTS,2533.48
1754,Rutherford,VISITORS,21.39
1755,Rutherford,RESIDENTS,3982.44
1755,Rutherford,VISITORS,33.79
1756,Rutherford,RESIDENTS,1247.03
1756,Rutherford,VISITORS,10.42
1757,Rutherford,RESIDENTS,5394.89
1757,Rutherford,VISITORS,123.35
1758,Rutherford,RESIDENTS,1637.05
1758,Rutherford,VISITORS,19.49
1759,Rutherford,RESIDENTS,3835.92
1759,Rutherford,VISITORS,71.23
1760,Rutherford,RESIDENTS,2248.29
1760,Rutherford,VISITORS,8.55
1761,Rutherford,RESIDENTS,3181.68
1761,Rutherford,VISITORS,57.35
1762,Rutherford,RESIDENTS,4398.98
1762,Rutherford,VISITORS,44.52
1763,Rutherford,RESIDENTS,1100.08
1763,Rutherford,VISITORS,7.02
1764,Rutherford,RESIDENTS,5886.75
1764,Rutherford,VISITORS,243.15
1765,Rutherford,RESIDENTS,893.24
1765,Rutherford,VISITORS,1.99
1766,Rutherford,RESIDENTS,520.17
1766,Rutherford,VISITORS,8.04
1767,Rutherford,RESIDENTS,4592
1767,Rutherford,VISITORS,130.24
1768,Rutherford,RESIDENTS,1018.25
1768,Rutherford,VISITORS,0.82
1769,Rutherford,RESIDENTS,4395.06
1769,Rutherford,VISITORS,86.7
1770,Rutherford,RESIDENTS,2252.78
1770,Rutherford,VISITORS,20.32
1771,Rutherford,RESIDENTS,1883.05
1771,Rutherford,VISITORS,36.57
1772,Rutherford,RESIDENTS,2188.57
1772,Rutherford,VISITORS,34.07
1773,Rutherford,RESIDENTS,655.45
1773,Rutherford,VISITORS,31.82
1774,Rutherford,RESIDENTS,2909.99
1774,Rutherford,VISITORS,124.22
1775,Rutherford,RESIDENTS,4030.93
1775,Rutherford,VISITORS,40.99
1776,Rutherford,RESIDENTS,2726.89
1776,Rutherford,VISITORS,26.62
1777,Rutherford,RESIDENTS,150.65
1777,Rutherford,VISITORS,4.01
1778,Rutherford,RESIDENTS,2684.6
1778,Rutherford,VISITORS,45.44
1779,Rutherford,RESIDENTS,1145.72
1779,Rutherford,VISITORS,18.54
1780,Rutherford,RESIDENTS,468.44
1780,Rutherford,VISITORS,50.95
1781,Rutherford,RESIDENTS,76.31
1781,Rutherford,VISITORS,5.48
1782,Rutherford,RESIDENTS,3370.67
1782,Rutherford,VISITORS,101.5
1783,Rutherford,RESIDENTS,1183.91
1783,Rutherford,VISITORS,35.03
1784,Rutherford,RESIDENTS,1888.91
1784,Rutherford,VISITORS,73.21
1785,Rutherford,RESIDENTS,1126.87
1785,Rutherford,VISITORS,53.48
1786,Rutherford,RESIDENTS,1106.93
1786,Rutherford,VISITORS,87.71
1787,Rutherford,RESIDENTS,707.65
1787,Rutherford,VISITORS,94.08
1788,Rutherford,RESIDENTS,1060.09
1788,Rutherford,VISITORS,132.99
1789,Rutherford,RESIDENTS,2316.73
1789,Rutherford,VISITORS,328.12
1790,Rutherford,RESIDENTS,468.64
1790,Rutherford,VISITORS,49.82
1791,Rutherford,RESIDENTS,134.77
1791,Rutherford,VISITORS,6.59
1792,Rutherford,RESIDENTS,5877.79
1792,Rutherford,VISITORS,263.19
1793,Rutherford,RESIDENTS,1601.21
1793,Rutherford,VISITORS,42.96
1794,Rutherford,RESIDENTS,13917.67
1794,Rutherford,VISITORS,1184.45
1795,Rutherford,RESIDENTS,963.79
1795,Rutherford,VISITORS,29.9
1796,Rutherford,RESIDENTS,20416.54
1796,Rutherford,VISITORS,1684.35
1797,Rutherford,RESIDENTS,5851.76
1797,Rutherford,VISITORS,614.27
1798,Rutherford,RESIDENTS,5143.03
1798,Rutherford,VISITORS,367.01
1799,Rutherford,RESIDENTS,1501.77
1799,Rutherford,VISITORS,126.19
1800,Rutherford,RESIDENTS,1054.02
1800,Rutherford,VISITORS,13.12
1801,Rutherford,RESIDENTS,1515.79
1801,Rutherford,VISITORS,120.29
1802,Rutherford,RESIDENTS,1165.83
1802,Rutherford,VISITORS,110.54
1803,Rutherford,RESIDENTS,127.96
1803,Rutherford,VISITORS,18.82
1804,Rutherford,RESIDENTS,189.82
1804,Rutherford,VISITORS,0.92
1805,Rutherford,RESIDENTS,1668.03
1805,Rutherford,VISITORS,41.43
1806,Rutherford,RESIDENTS,59.14
1806,Rutherford,VISITORS,1.08
1807,Rutherford,RESIDENTS,17.9
1807,Rutherford,VISITORS,2.32
1808,Rutherford,RESIDENTS,1337.87
1808,Rutherford,VISITORS,14.98
1809,Rutherford,RESIDENTS,4110.53
1809,Rutherford,VISITORS,56.31
1810,Rutherford,RESIDENTS,3130.03
1810,Rutherford,VISITORS,153.15
1811,Rutherford,RESIDENTS,2026.85
1811,Rutherford,VISITORS,44.88
1812,Rutherford,RESIDENTS,8150.86
1812,Rutherford,VISITORS,539.29
1813,Rutherford,RESIDENTS,1929.82
1813,Rutherford,VISITORS,224.59
1814,Rutherford,RESIDENTS,4836.79
1814,Rutherford,VISITORS,38.61
1815,Rutherford,RESIDENTS,10173.65
1815,Rutherford,VISITORS,115.24
1816,Rutherford,RESIDENTS,957.11
1816,Rutherford,VISITORS,27.68
1817,Rutherford,RESIDENTS,3085.53
1817,Rutherford,VISITORS,50.3
1818,Rutherford,RESIDENTS,5761.07
1818,Rutherford,VISITORS,96.81
1819,Rutherford,RESIDENTS,3768.98
1819,Rutherford,VISITORS,87.13
1820,Rutherford,RESIDENTS,2474.22
1820,Rutherford,VISITORS,23
1821,Rutherford,RESIDENTS,3356.06
1821,Rutherford,VISITORS,130.36
1822,Rutherford,RESIDENTS,2683.64
1822,Rutherford,VISITORS,18.27
1823,Rutherford,RESIDENTS,4023.16
1823,Rutherford,VISITORS,60.58
1824,Rutherford,RESIDENTS,1770.53
1824,Rutherford,VISITORS,17.9
1825,Rutherford,RESIDENTS,9507.97
1825,Rutherford,VISITORS,418.76
1826,Rutherford,RESIDENTS,2739.46
1826,Rutherford,VISITORS,44.49
1827,Rutherford,RESIDENTS,1894.22
1827,Rutherford,VISITORS,12.09
1828,Rutherford,RESIDENTS,2964.61
1828,Rutherford,VISITORS,90.57
1829,Rutherford,RESIDENTS,7052.58
1829,Rutherford,VISITORS,507.27
1830,Rutherford,RESIDENTS,1163.2
1830,Rutherford,VISITORS,6.1
1831,Rutherford,RESIDENTS,1667.5
1831,Rutherford,VISITORS,39.76
1832,Rutherford,RESIDENTS,2479.36
1832,Rutherford,VISITORS,33.91
1833,Rutherford,RESIDENTS,2703.97
1833,Rutherford,VISITORS,35.05
1834,Rutherford,RESIDENTS,9284.14
1834,Rutherford,VISITORS,520.77
1835,Rutherford,RESIDENTS,2409.56
1835,Rutherford,VISITORS,25.52
1836,Rutherford,RESIDENTS,6221.7
1836,Rutherford,VISITORS,123.99
1837,Rutherford,RESIDENTS,3856.19
1837,Rutherford,VISITORS,196.21
1838,Rutherford,RESIDENTS,5060.25
1838,Rutherford,VISITORS,335.99
1839,Rutherford,RESIDENTS,3811.63
1839,Rutherford,VISITORS,41.76
1840,Rutherford,RESIDENTS,2196.2
1840,Rutherford,VISITORS,21.42
1841,Rutherford,RESIDENTS,1185.91
1841,Rutherford,VISITORS,14.54
1842,Rutherford,RESIDENTS,1080.57
1842,Rutherford,VISITORS,11.41
1843,Rutherford,RESIDENTS,585.43
1843,Rutherford,VISITORS,9.35
1844,Rutherford,RESIDENTS,1112.95
1844,Rutherford,VISITORS,32.14
1845,Rutherford,RESIDENTS,386.73
1845,Rutherford,VISITORS,12.75
1846,Rutherford,RESIDENTS,3348.79
1846,Rutherford,VISITORS,83.21
1847,Rutherford,RESIDENTS,1969.87
1847,Rutherford,VISITORS,24.44
1848,Rutherford,RESIDENTS,4594.37
1848,Rutherford,VISITORS,79.81
1849,Rutherford,RESIDENTS,2397.05
1849,Rutherford,VISITORS,72.59
1850,Rutherford,RESIDENTS,2585.87
1850,Rutherford,VISITORS,34.46
1851,Rutherford,RESIDENTS,3015.87
1851,Rutherford,VISITORS,203.15
1852,Rutherford,RESIDENTS,1379.56
1852,Rutherford,VISITORS,13.91
1853,Rutherford,RESIDENTS,1289.93
1853,Rutherford,VISITORS,26.58
1854,Rutherford,RESIDENTS,1435.71
1854,Rutherford,VISITORS,5.06
1855,Rutherford,RESIDENTS,1523.85
1855,Rutherford,VISITORS,88.65
1856,Rutherford,RESIDENTS,1037.12
1856,Rutherford,VISITORS,15.09
1857,Rutherford,RESIDENTS,630.53
1857,Rutherford,VISITORS,57.16
1858,Rutherford,RESIDENTS,2219.27
1858,Rutherford,VISITORS,51
1859,Rutherford,RESIDENTS,63.16
1859,Rutherford,VISITORS,10.73
1860,Rutherford,RESIDENTS,4818.36
