District_Origin,District_Destination,Residents_AM,Residents_MD,Residents_PM,Residents_NT,Visitor_AM,Visitor_MD,Visitor_PM,Visitor_NT,Residents_Daily,Visitors_Daily,Daily
SE_Outer,WestRural,1187.209106,2755.991211,2926.162598,3699.144775,38.61956,129.339905,86.260307,123.432091,10568.50781,377.651855,10946.15918
SE_Outer,SERural,1325.59375,2562.169922,2672.310547,3417.06958,33.858288,105.739853,107.526535,118.862854,9977.143555,365.987518,10343.13086
SE_Outer,NWRural,48.772449,49.609364,33.8437,83.737373,0.964585,3.067622,4.764277,2.98562,215.962891,11.782103,227.744995
SE_Outer,SWRural,21.856712,39.016891,42.4123,57.773018,0.700359,3.389088,5.715824,5.565953,161.058929,15.371223,176.430145
SE_Outer,NorthRural,41.350792,38.992088,30.662851,59.298573,7.911003,4.619069,5.266145,4.835581,170.304306,22.631798,192.936111
SE_Outer,Concord.Kannapolis,500.902863,635.898987,607.669434,755.733948,12.66064,31.502592,32.653873,56.712055,2500.205322,133.52916,2633.734375
SE_Outer,NorthMeck.Mooresville,279.575043,298.422791,227.437988,437.765839,7.616263,25.951715,15.892108,22.281322,1243.20166,71.741409,1314.943115
SE_Outer,Gastonia,112.915131,167.841202,157.673447,234.218735,4.729771,13.355385,11.118835,12.03171,672.648499,41.235703,713.884216
SE_Outer,OutsideRoute4,20258.9375,34199.60156,21384.11719,28654.95898,463.855316,1154.399658,671.835693,1198.762939,104497.6172,3488.853516,107986.4688
SE_Outer,InsideRoute4,3278.812256,2293.943115,1203.04248,2502.345947,71.3964,120.172554,90.457748,138.335938,9278.143555,420.36264,9698.505859
SE_Outer,RockHill,1446.174805,2251.29126,1570.55127,1983.796875,31.451937,122.335915,78.307426,103.411499,7251.813965,335.506775,7587.320801
SE_Outer,Monroe,5178.719238,10518.19238,8417.780273,8786.493164,83.500397,400.862122,254.481827,429.840454,32901.18359,1168.684814,34069.87109
SE_Outer,SE_Outer,45046.50781,95327.13281,69238.00781,81021.625,875.231201,2998.142822,1403.808105,2116.403076,290633.2813,7393.585449,298026.8438
SE_Outer,Statesville,2.561934,12.039933,9.81955,7.572529,0.22977,0.336085,0.543228,1.676991,31.993946,2.786074,34.780022
SE_Outer,Salisbury,67.737419,82.083763,20.122669,41.33374,1.078626,5.32947,2.550111,2.722484,211.277588,11.68069,222.958282
SE_Outer,Shelby,8.617348,8.110399,7.595666,9.63436,0.162792,0.238116,0.384877,0.410892,33.957775,1.196678,35.154449
Statesville,WestRural,15.18113,29.750217,49.715252,81.841011,1.523528,4.765714,2.224297,4.341848,176.48761,12.855387,189.343002
Statesville,SERural,0.25575,0.91209,0.525305,1.080805,0.040125,0.058691,0.094864,0.101276,2.77395,0.294956,3.068906
Statesville,NWRural,17.529196,28.480995,47.509079,52.574085,2.96135,6.362688,7.714559,6.235578,146.093353,23.274176,169.367538
Statesville,SWRural,0.491425,0.700309,3.201029,2.667516,0.0771,0.112775,0.729914,0.194603,7.060279,1.114392,8.174672
Statesville,NorthRural,4189.358398,10299.71387,9541.491211,12369.26465,220.409729,683.100952,365.181122,566.004333,36399.82813,1834.696167,38234.52344
Statesville,Concord.Kannapolis,23.156038,64.287178,102.480949,93.468727,3.741457,3.365221,4.989478,4.048441,283.392883,16.144598,299.537476
Statesville,NorthMeck.Mooresville,782.608643,1591.774292,1625.023804,1588.821899,44.79364,69.217354,54.597008,81.717766,5588.228516,250.32576,5838.554199
Statesville,Gastonia,7.565766,18.586094,22.157196,25.93482,0.841047,3.42465,2.537492,3.767741,74.243881,10.57093,84.814812
Statesville,OutsideRoute4,99.905243,176.696747,143.080338,173.227249,6.744117,19.186161,11.93385,21.52412,592.909546,59.388248,652.297852
Statesville,InsideRoute4,35.685555,44.785389,18.94463,71.940498,1.777883,3.32291,2.793838,5.251648,171.356079,13.146279,184.50235
Statesville,RockHill,10.778818,9.152045,13.142209,10.381951,0.458957,1.219372,1.633238,1.707182,43.455025,5.018749,48.473774
Statesville,Monroe,2.039979,3.061126,4.128351,7.123338,0.148023,0.216514,0.34996,0.373615,16.352795,1.088113,17.440907
Statesville,SE_Outer,7.149729,8.24608,6.784832,8.055218,0.765426,1.407129,0.501203,1.870402,30.235861,4.54416,34.780022
Statesville,Statesville,12637.28516,34791.99219,21310.02148,29586.32813,855.815125,3271.360352,1344.812988,1534.154175,98325.625,7006.142578,105331.7656
Statesville,Salisbury,74.200737,142.67981,137.144104,152.004578,3.247705,21.230862,8.430366,9.2168,506.029236,42.125732,548.154968
Statesville,Shelby,0.497359,1.805471,1.570139,3.781326,0.62651,0.114136,0.184483,0.196953,7.654295,1.122083,8.776378
Salisbury,WestRural,2760.324951,5486.51416,5233.32373,6016.472168,72.42514,243.680237,174.866043,226.599487,19496.63477,717.570923,20214.20703
Salisbury,SERural,0.606266,0.863964,1.245259,1.265252,0.095118,0.139129,0.224879,0.928443,3.980742,1.387569,5.36831
Salisbury,NWRural,13.01092,14.795497,20.393656,27.81044,2.80384,2.591007,1.767135,4.552029,76.010513,11.71401,87.724525
Salisbury,SWRural,2.068679,5.29909,7.546589,10.289865,0.324557,0.47473,1.588918,2.852318,25.204224,5.240522,30.444746
Salisbury,NorthRural,2264.752197,5140.817871,4751.611328,7113.973145,77.474327,300.687866,169.744202,191.340942,19271.1543,739.247375,20010.40234
Salisbury,Concord.Kannapolis,2341.653076,4320.915039,3644.435059,4226.895996,89.805885,293.356293,224.964508,235.490784,14533.89941,843.617432,15377.5166
Salisbury,NorthMeck.Mooresville,500.149506,649.093628,695.704163,980.667297,21.709799,60.261349,27.303518,86.004448,2825.614502,195.279114,3020.893799
Salisbury,Gastonia,21.282415,51.886768,73.898026,114.701233,4.505937,14.76973,11.100424,7.490995,261.768433,37.867085,299.635529
Salisbury,OutsideRoute4,499.8526,843.269714,764.509216,1104.553467,53.38686,96.943115,79.391937,92.272011,3212.185059,321.993927,3534.178955
Salisbury,InsideRoute4,166.842987,298.206238,143.548309,282.037109,20.332558,25.17,27.026464,36.581169,890.634644,109.110191,999.744812
Salisbury,RockHill,15.720453,27.341158,29.524673,38.341911,3.234928,11.651842,2.415295,9.291868,110.928192,26.593933,137.522125
Salisbury,Monroe,5.240381,15.187384,13.904462,34.021172,0.654851,0.957852,1.548215,3.743715,68.353394,6.904633,75.258026
Salisbury,SE_Outer,10.032245,61.661652,78.499985,56.061501,3.801315,4.876398,2.839092,5.186095,206.255386,16.702898,222.958282
Salisbury,Statesville,64.500839,135.300308,104.228577,198.002274,4.865868,19.107967,13.486446,8.662679,502.031982,46.122959,548.154968
Salisbury,Salisbury,15484.28223,42878.41016,26820.87891,38471.72266,899.138184,2967.844238,1477.332886,1680.307983,123655.2891,7024.623535,130679.9141
Salisbury,Shelby,0.528789,0.753554,2.571063,4.550722,0.082962,1.040838,0.196141,0.964815,8.404128,2.284755,10.688883
Shelby,WestRural,2.662623,6.870297,10.231418,11.015247,0.417741,2.08296,0.987634,1.601157,30.779585,5.089492,35.86908
Shelby,SERural,0.119815,2.450593,0.793475,0.250049,0.018798,0.027496,0.044442,0.047446,3.613932,0.138182,3.752114
Shelby,NWRural,2440.143799,7119.689453,7359.228516,8624.707031,145.417908,391.72583,260.855164,418.828918,25543.76953,1216.827881,26760.59766
Shelby,SWRural,22.63364,52.825798,46.247726,59.457756,2.274139,4.546717,3.372879,6.087936,181.164917,16.281672,197.446594
Shelby,NorthRural,2.281802,2.446527,3.536566,7.052224,0.733771,0.874195,0.440321,1.017647,15.317119,3.065934,18.383053
Shelby,Concord.Kannapolis,12.24054,20.549818,10.086642,15.071914,0.587988,2.615304,1.390135,2.739861,57.948914,7.333287,65.282204
Shelby,NorthMeck.Mooresville,4.854171,13.046065,19.73826,27.090208,0.486418,1.266407,1.701451,3.434412,64.728706,6.888689,71.617393
Shelby,Gastonia,524.957886,1104.497803,889.185303,1001.412109,17.145464,41.35677,34.968956,80.378342,3520.052979,173.849518,3693.902588
Shelby,OutsideRoute4,61.581055,148.421341,111.752296,188.580872,12.311422,20.537695,15.927024,29.198637,510.335571,77.974777,588.310364
Shelby,InsideRoute4,42.710281,84.814156,42.265038,56.49419,2.799232,3.843109,3.93656,10.445926,226.283661,21.024826,247.308487
Shelby,RockHill,6.544415,24.679125,31.656364,33.78326,0.3841,2.218601,0.908098,1.524678,96.663162,5.035478,101.698639
Shelby,Monroe,0.512254,1.55139,1.052159,3.197425,0.080368,0.117554,0.190008,2.119329,6.313228,2.507259,8.820487
Shelby,SE_Outer,5.004353,5.981941,9.355437,11.431326,0.228638,0.882582,0.540551,1.729624,31.773056,3.381394,35.154449
Shelby,Statesville,0.284192,3.422105,1.132163,3.061383,0.044587,0.065218,0.105414,0.661316,7.899843,0.876535,8.776378
Shelby,Salisbury,0.962126,1.371085,3.46113,3.784923,0.150949,0.220793,0.356877,0.381,9.579265,1.109618,10.688883
Shelby,Shelby,7829.974609,24821.3125,14954.00781,19074.67383,452.054901,1653.121338,691.700806,713.670227,66679.96875,3510.547363,70190.51563
