ZONE,MODE,TRIPS
1306,WALK,198.26061
1307,AUTO,5043.95588
1307,WALK,216.08051
1308,AUTO,2267.70757
1309,AUTO,8632.19282
1309,OTHER,634.17809
1310,AUTO,386.36634
1310,TRANSIT,520.82046
1311,AUTO,18678.23837
1313,AUTO,81.3121
1313,WALK,121.96815
1314,AUTO,15453.17959
1314,BIKE,1938.27841
1315,AUTO,1131.88413
1315,TNC,99.54073
1316,AUTO,11102.76573
1318,AUTO,3919.30361
1318,WALK,22.72945
1319,AUTO,10998.25393
1320,AUTO,367.5382
1320,BIKE,124.11392
1321,AUTO,235.51267
1322,AUTO,799.85386
1324,AUTO,4287.71679
1325,AUTO,6747.45968
1326,AUTO,14160.26199
1327,AUTO,10717.7133
1328,AUTO,7025.72023
1328,BIKE,124.11392
1328,TRANSIT,106.51023
1328,WALK,124.11392
1329,AUTO,1139.77503
1331,AUTO,149.90653
1332,AUTO,582.68701
1333,AUTO,1980.89742
1333,TRANSIT,520.82046
1334,AUTO,1588.25631
1335,AUTO,7397.6461
1335,OTHER,952.72244
1335,TRANSIT,22.9755
1336,AUTO,3771.36288
1336,WALK,6065.9074
1337,AUTO,2943.93785
1338,AUTO,3814.00252
1339,AUTO,450.11845
1340,AUTO,150.67279
1340,WALK,266.86211
1341,AUTO,115.49016
1342,AUTO,5028.3848
1343,AUTO,1059.65742
1344,AUTO,18473.24472
1344,OTHER,190.22469
1344,TNC,1261.35733
1344,TRANSIT,1046.312
1344,WALK,2821.39421
1345,AUTO,447.62042
1346,AUTO,1125.85522
1347,AUTO,5449.66583
1348,AUTO,3266.11168
1348,BIKE,139.55152
1348,TRANSIT,41.12054
1349,AUTO,172.75536
1350,AUTO,1568.87506
1351,AUTO,4585.9394
1352,AUTO,8597.41063
1352,OTHER,784.415
1352,WALK,98.46949
1353,AUTO,4671.62997
1353,TRANSIT,663.93674
1354,AUTO,1794.99013
1354,WALK,1870.79419
1355,AUTO,583.60543
1356,AUTO,24283.55166
1357,AUTO,16611.10065
1358,AUTO,32.02904
1359,AUTO,4599.44773
1359,WALK,197.19206
1360,TAXI_NOT_TNC,32.53331
1360,TRANSIT,150.43194
1361,AUTO,885.77558
1361,BIKE,72.2727
1362,AUTO,148.15266
1363,AUTO,4756.23357
1363,BIKE,72.2727
1364,AUTO,5855.70378
1364,WALK,101.8678
1365,AUTO,2425.53835
1365,WALK,26.99727
1366,AUTO,2172.74662
1366,TNC,139.02503
1367,AUTO,1331.44185
1368,AUTO,1165.66595
1369,AUTO,2092.24958
1369,SHUTTLE_VANPOOL,137.7174
1370,AUTO,1282.76936
1370,LONG_DIST_PASS,4661.99748
1370,WALK,39.96822
1371,AUTO,2368.0574
1372,AUTO,5598.82084
1372,WALK,463.4128
1373,AUTO,3875.5973
1374,AUTO,2291.2332
1375,AUTO,12033.31103
1375,WALK,1858.89738
1376,AUTO,3069.19662
1376,TRANSIT,443.23399
1376,WALK,1781.93049
1377,AUTO,20795.06268
1378,AUTO,5237.51883
1378,BIKE,66.83496
1379,AUTO,693.70644
1380,AUTO,509.27398
1381,AUTO,567.4468
1382,AUTO,3211.6246
1383,AUTO,1829.97646
1384,AUTO,1710.13544
1384,TRANSIT,42.62681
1385,AUTO,1886.47305
1386,AUTO,6253.17275
1386,WALK,560.55417
1387,AUTO,1639.8107
1387,WALK,600.17157
1388,AUTO,281.60929
1389,AUTO,8785.32612
1389,TRANSIT,1124.81684
1389,WALK,1198.68478
1390,AUTO,44.10435
1391,AUTO,1225.4668
1391,WALK,101.66595
1392,AUTO,13427.94622
1393,AUTO,388.33316
1394,AUTO,2241.04294
1394,WALK,98.27306
1395,AUTO,11179.65685
1396,AUTO,626.56199
1397,AUTO,2286.31815
1397,WALK,2322.4606
1398,AUTO,4379.14737
1399,AUTO,2150.92513
1400,AUTO,4308.60232
1400,SCHOOL_BUS,1110.85399
1401,AUTO,1427.3892
1401,WALK,119.62429
1402,AUTO,869.52899
1402,TNC,81.66026
1402,WALK,36.56726
1403,AUTO,197.4758
1403,WALK,358.87287
1404,AUTO,285.95142
1405,AUTO,4.36342
1406,AUTO,7773.34685
1406,BIKE,43.03641
1406,WALK,101.66595
1407,AUTO,2094.25073
1408,AUTO,2808.35492
1408,WALK,98.27306
1409,AUTO,5119.42322
1409,WALK,98.28562
1410,AUTO,4481.34037
1410,WALK,765.13982
1411,AUTO,3201.30981
1411,SCHOOL_BUS,965.24316
1411,TRANSIT,1687.22526
1411,WALK,2534.8132
1412,AUTO,8651.83664
1412,TRANSIT,562.40842
1412,WALK,1124.81684
1413,AUTO,10645.80402
1415,AUTO,1752.69973
1416,AUTO,1019.51312
1416,WALK,58.47716
1417,AUTO,98.28562
1417,OTHER,34.61862
1418,AUTO,9953.2639
1419,AUTO,19160.58827
1419,BIKE,365.98324
1419,WALK,182.99162
1420,AUTO,2700.90158
1420,WALK,181.46263
1421,AUTO,1123.15881
1422,AUTO,2099.54783
1422,WALK,391.53264
1423,AUTO,12193.87661
1425,AUTO,6434.465
1426,AUTO,2567.678
1426,WALK,4582.55629
1427,AUTO,8065.44783
1427,WALK,1110.85399
1428,AUTO,7138.17667
1429,AUTO,6082.34374
1429,OTHER,3287.59698
1429,TRANSIT,443.23399
1430,AUTO,7849.23739
1431,AUTO,10790.50643
1431,WALK,2008.04687
1432,AUTO,3640.67919
1433,AUTO,441.18899
1434,AUTO,6047.1057
1434,TNC,41.07703
1436,AUTO,2961.99713
1437,AUTO,13152.11692
1437,BIKE,30.00598
1437,OTHER,34.61862
1438,AUTO,601.99206
1439,AUTO,79.13429
1440,AUTO,5409.4046
1441,AUTO,1787.37483
1442,AUTO,4076.72053
1442,OTHER,241.18776
1443,AUTO,2456.03864
1444,AUTO,199.18948
1445,AUTO,12536.12773
1446,AUTO,343.40414
1446,BIKE,30.00598
1446,WALK,171.91847
1448,AUTO,2336.58195
1448,SCHOOL_BUS,129.99131
1449,AUTO,2627.65949
1450,AUTO,994.52847
1451,AUTO,1024.14535
1452,AUTO,309.44886
1453,AUTO,3417.73708
1453,WALK,12811.55783
1454,AUTO,6818.23581
1454,WALK,171.91847
1455,AUTO,13860.29922
1456,AUTO,1770.66448
1457,AUTO,17515.60821
1458,AUTO,2466.56181
1459,AUTO,2184.57152
1460,AUTO,136.03708
1461,AUTO,41.83866
1462,AUTO,641.15632
1463,AUTO,12956.19399
1463,BIKE,22.72944
1464,AUTO,1684.90273
1465,AUTO,5569.25421
1466,AUTO,1247.24764
1466,TRANSIT,98.29656
1466,WALK,610.54751
1467,AUTO,1758.73998
1468,AUTO,1998.07119
1468,TRANSIT,81.66026
1469,AUTO,10092.84156
1469,BIKE,196.55658
1469,WALK,972.2689
1470,AUTO,7171.06395
1471,AUTO,9017.219
1471,WALK,195.76632
1472,AUTO,171.81066
1473,AUTO,15204.00907
1474,AUTO,3428.21233
1474,WALK,2398.04256
1475,AUTO,317.69081
1476,AUTO,10529.1812
1476,TRANSIT,965.24316
1477,AUTO,1867.73162
1478,AUTO,4195.40512
1478,WALK,98.8018
1479,AUTO,183.46273
1480,AUTO,616.86016
1480,WALK,49.04968
1481,AUTO,5055.2112
1481,TRANSIT,138.92812
1482,AUTO,2817.01025
1483,AUTO,8800.62068
1484,AUTO,79.05536
1485,AUTO,7552.52802
1486,AUTO,1933.96894
1486,WALK,98.50141
1487,AUTO,13393.21661
1488,AUTO,906.63471
1489,AUTO,5151.49853
1489,TRANSIT,227.16302
1489,WALK,266.92706
1490,AUTO,7503.29621
1490,WALK,6074.61088
1491,AUTO,6047.60108
1491,OTHER,98.36514
1491,WALK,98.8018
1492,AUTO,463.84404
1493,AUTO,2174.14008
1494,AUTO,3341.88866
1495,AUTO,39.35036
1495,SHUTTLE_VANPOOL,34.42935
1496,AUTO,6823.34217
1496,WALK,1489.54145
1497,AUTO,709.82154
1497,TNC,732.81944
1497,WALK,861.09675
1498,AUTO,1496.4334
1498,WALK,230.1027
1499,AUTO,4654.06198
1499,TRANSIT,1884.16992
1499,WALK,115.05135
1500,AUTO,305.09983
1500,WALK,115.05135
1501,AUTO,8468.34953
1502,AUTO,7827.86655
1502,BIKE,2020.98112
1503,AUTO,4823.92268
1504,AUTO,1.90562
1506,AUTO,325.55219
1507,AUTO,323.1951
1508,AUTO,77.31138
1509,AUTO,1199.35574
1511,AUTO,439.70002
1511,WALK,193.63322
1512,AUTO,8946.97997
1512,BIKE,49.10694
1512,WALK,99.43252
1513,AUTO,387.26644
1513,WALK,387.26644
1514,BIKE,24.55347
1515,AUTO,3359.69411
1515,WALK,330.54962
1516,AUTO,6872.80861
1516,WALK,3959.86126
1517,AUTO,652.03802
1518,AUTO,245.15762
1518,BIKE,24.55347
1518,WALK,4577.06952
1519,AUTO,5678.24014
1519,BIKE,18.28361
1519,WALK,24.91699
1520,AUTO,2867.97923
1520,SHUTTLE_VANPOOL,34.42935
1520,WALK,158.17558
1521,AUTO,1559.25093
1521,TNC,39.74852
1521,TRANSIT,158.99408
1521,WALK,105.3984
1522,AUTO,322.84205
1523,AUTO,116.1438
1523,WALK,250.54532
1524,AUTO,6527.80298
1524,TNC,39.74852
1524,WALK,197.9241
1525,AUTO,997.85767
1526,AUTO,253.04077
1527,AUTO,261.93993
1527,SHUTTLE_VANPOOL,68.8587
1528,AUTO,1635.35243
1528,SHUTTLE_VANPOOL,68.8587
1529,AUTO,10.7454
1530,AUTO,319.7365
1530,TRANSIT,132.54181
1530,WALK,415.87819
1531,AUTO,6577.86799
1531,WALK,4376.61166
1532,AUTO,8917.71769
1532,BIKE,2067.3762
1532,WALK,2190.67715
1533,AUTO,2073.53212
1533,BIKE,651.13262
1534,AUTO,18119.73486
1534,BIKE,32.12481
1534,WALK,111.45566
1535,AUTO,8886.01413
1535,TRANSIT,336.26687
1536,AUTO,7885.81444
1536,OTHER,277.81027
1536,WALK,437.46934
1537,AUTO,2766.50603
1537,WALK,9.23415
1538,AUTO,2338.88006
1538,WALK,39.76994
1539,AUTO,611.47203
1539,WALK,204.03978
1540,AUTO,669.93782
1541,AUTO,1470.42796
1541,WALK,82.09154
1544,AUTO,6233.17078
1544,WALK,79.05105
1545,AUTO,4592.32052
1546,AUTO,1499.92722
1546,SCHOOL_BUS,129.99131
1546,WALK,323.19944
1547,AUTO,7255.63455
1548,AUTO,4983.47893
1549,AUTO,7122.54248
1549,WALK,10758.09834
1550,AUTO,1691.45226
1551,AUTO,1305.64366
1551,TRANSIT,1849.75804
1551,WALK,2774.63706
1552,AUTO,2632.70122
1553,AUTO,5076.28719
1554,AUTO,4003.23017
1555,AUTO,880.87219
1556,AUTO,786.06239
1557,AUTO,5921.31708
1558,AUTO,8773.32755
1559,AUTO,123.13872
1560,AUTO,16966.21543
1561,AUTO,3805.58708
1561,TRANSIT,2774.63706
1561,WALK,106.28844
1562,AUTO,654.20899
1562,TRANSIT,151.67864
1562,WALK,354.80934
1563,AUTO,848.70369
1563,TRANSIT,99.54073
1563,WALK,54.33744
1564,AUTO,2815.30009
1565,AUTO,1241.12904
1567,AUTO,432.08411
1568,AUTO,3033.66336
1569,AUTO,2127.94987
1570,AUTO,1203.52343
1571,AUTO,645.81675
1572,AUTO,1150.03541
1572,BIKE,54.33744
1572,WALK,54.33744
1573,AUTO,750.98634
1573,SCHOOL_BUS,82.32093
1574,AUTO,1457.86234
1574,WALK,401.6972
1575,AUTO,1222.48672
1576,AUTO,568.16037
1577,AUTO,474.12561
1578,AUTO,77.75183
1579,AUTO,727.02075
1579,WALK,196.57896
1581,AUTO,668.05213
1582,AUTO,3409.7225
1582,WALK,196.80194
1583,AUTO,951.31158
1584,AUTO,8946.72112
1585,AUTO,300.03838
1586,AUTO,704.62436
1587,AUTO,3825.19035
1587,SHUTTLE_VANPOOL,1421.07936
1587,WALK,119.59753
1588,AUTO,207.51424
1589,AUTO,3924.17661
1589,WALK,3444.387
1590,AUTO,1000.69541
1592,AUTO,1437.41466
1592,WALK,39.28635
1593,AUTO,906.88505
1593,WALK,46.16328
1594,BIKE,733.06202
1595,AUTO,4270.22128
1595,BIKE,518.66735
1595,SHUTTLE_VANPOOL,34.42935
1596,AUTO,288.12263
1596,BIKE,911.45526
1596,SHUTTLE_VANPOOL,137.7174
1596,TRANSIT,34.42935
1597,AUTO,8489.86043
1598,AUTO,5080.45788
1599,AUTO,2087.42951
1599,WALK,201.63268
1600,AUTO,1066.91756
1600,WALK,3.65576
1601,AUTO,1031.34598
1602,AUTO,5403.40047
1602,WALK,2330.99874
1603,AUTO,9260.15332
1603,OTHER,98.36514
1603,TRANSIT,237.5604
1604,AUTO,318.53951
1605,AUTO,288.64178
1606,AUTO,321.54087
1607,AUTO,6.77758
1608,AUTO,4403.7762
1609,AUTO,633.60541
1610,AUTO,5342.18247
1610,BIKE,54.33744
1610,WALK,116.6468
1611,AUTO,3522.41525
1611,BIKE,115.49016
1612,AUTO,10186.43465
1612,SCHOOL_BUS,36.13635
1613,AUTO,15380.32459
1613,BIKE,2769.36061
1613,TRANSIT,1437.88007
1613,WALK,5453.07028
1614,AUTO,3716.17672
1614,WALK,394.70042
1615,AUTO,3810.6643
1616,AUTO,39.30561
1617,AUTO,1538.34742
1618,AUTO,598.60484
1619,AUTO,1535.92658
1620,AUTO,761.70727
1621,AUTO,374.27367
1622,AUTO,1623.44345
1622,SCHOOL_BUS,431.93527
1623,AUTO,5005.40135
1623,BIKE,54.33744
1623,SCHOOL_BUS,381.42568
1624,AUTO,621.52264
1625,AUTO,1860.30208
1626,AUTO,1423.19904
1627,AUTO,483.8583
1628,AUTO,13863.31573
1628,TRANSIT,121.90575
1629,AUTO,8316.36666
1630,AUTO,7778.4816
1631,AUTO,842.50734
1631,BIKE,111.1102
1631,SHUTTLE_VANPOOL,34.42935
1631,WALK,202.63418
1632,AUTO,3617.17598
1633,AUTO,3042.14864
1633,TRANSIT,100.71085
1633,WALK,223.1016
1634,AUTO,3119.91134
1634,TRANSIT,1722.1935
1634,WALK,2574.61047
1635,AUTO,5828.00218
1636,AUTO,40.72374
1637,AUTO,3033.9218
1638,AUTO,268.37271
1639,AUTO,1541.29326
1640,AUTO,6713.94294
1640,BIKE,567.07733
1641,AUTO,3976.93451
1642,AUTO,1760.79321
1643,AUTO,2466.89304
1643,WALK,98.8018
1644,AUTO,31.31083
1645,AUTO,4555.4753
1645,TRANSIT,2410.73541
1645,WALK,1177.3427
1646,AUTO,580.72234
1646,OTHER,991.52944
1646,WALK,103.02158
1647,AUTO,3473.97746
1647,TRANSIT,1145.25141
1647,WALK,201.13253
1648,AUTO,4956.16976
1648,OTHER,1235.9827
1648,WALK,103.02158
1649,AUTO,68.8587
1650,AUTO,2737.4855
1651,AUTO,994.07824
1652,AUTO,6544.45266
1652,BIKE,9654.1099
1652,TRANSIT,1128.06209
1653,AUTO,1183.37082
1653,TRANSIT,292.79924
1653,WALK,165.85344
1654,AUTO,457.54737
1655,AUTO,195.38254
1656,AUTO,1161.22331
1657,AUTO,4475.49542
1657,CAR_SHARE,1.19818
1657,TRANSIT,194.5263
1657,WALK,156.33604
1658,AUTO,1595.54285
1659,AUTO,381.42568
1659,SCHOOL_BUS,381.42568
1659,SHUTTLE_VANPOOL,68.8587
1660,AUTO,3065.86445
1660,CAR_SHARE,1.19818
1661,AUTO,195.66157
1661,WALK,861.09675
1662,AUTO,1696.30572
1663,AUTO,213.97665
1665,AUTO,224.10832
1665,WALK,99.85638
1666,AUTO,8254.05423
1666,BIKE,6757.87693
1667,AUTO,3572.86641
1667,TRANSIT,1514.37649
1667,WALK,2119.89507
1668,AUTO,6918.82964
1668,BIKE,13.09026
1668,WALK,179.09121
1669,AUTO,4106.44281
1669,OTHER,138.92812
1669,WALK,231.00602
1670,AUTO,1120.94485
1671,AUTO,4850.57261
1671,TRANSIT,926.0772
1671,WALK,432.36375
1672,AUTO,7426.2732
1672,WALK,8701.18644
1673,AUTO,522.52276
1673,BIKE,189.23595
1673,TAXI_NOT_TNC,315.06053
1673,TRANSIT,589.49747
1673,WALK,178.25418
1674,AUTO,1746.78842
1674,BIKE,4.36342
1674,WALK,216.2137
1675,AUTO,466.21877
1675,WALK,1491.93946
1676,AUTO,840.27708
1676,WALK,115.85685
1677,AUTO,9047.30022
1677,TRANSIT,140.68656
1677,WALK,656.22569
1678,AUTO,1180.4568
1678,BIKE,60.80805
1678,WALK,338.42199
1679,AUTO,1420.29599
1679,BIKE,606.67069
1679,TNC,179.33404
1679,TRANSIT,444.56152
1679,WALK,288.07835
1680,AUTO,725.92717
1680,OTHER,98.29656
1680,WALK,162.32043
1681,AUTO,1956.94475
1681,BIKE,1233.64212
1681,WALK,460.52406
1682,AUTO,3857.10511
1682,WALK,98.8018
1684,AUTO,554.28649
1684,WALK,118.40609
1685,AUTO,2396.3297
1686,AUTO,11369.53253
1687,AUTO,1594.58841
1687,TNC,98.82737
1688,AUTO,2939.42085
1688,SHUTTLE_VANPOOL,309.86415
1688,WALK,116.12673
1689,AUTO,8219.96417
1689,TRANSIT,115.47525
1689,WALK,230.9505
1690,AUTO,530.90244
1691,AUTO,239.82993
1692,AUTO,1137.5986
1693,AUTO,6033.16032
1693,TRANSIT,3218.20075
1693,WALK,8048.09323
1695,AUTO,2369.87705
1695,WALK,839.01551
1696,AUTO,165.74495
1697,AUTO,195.30916
1697,TRANSIT,33.38882
1698,AUTO,612.53178
1698,WALK,215.91676
1699,AUTO,3057.4013
1699,BIKE,674.93441
1699,TRANSIT,1145.25141
1699,WALK,5306.59644
1700,AUTO,1000.48078
1700,BIKE,533.57169
1700,WALK,2267.7347
1701,AUTO,1771.02337
1701,BIKE,3861.64396
1701,TRANSIT,39.74852
1701,WALK,31.14119
1702,AUTO,3460.46533
1702,WALK,1950.68185
1703,AUTO,60.0112
1703,WALK,982.85952
1704,AUTO,263.13946
1704,OTHER,1938.50917
1704,TRANSIT,1.19818
1704,WALK,18.44573
1705,AUTO,3587.08156
1705,TRANSIT,974.64366
1706,AUTO,2452.80127
1706,WALK,3131.03072
1707,AUTO,1996.48074
1707,TRANSIT,39.74852
1707,WALK,8755.24215
1708,AUTO,804.8451
1708,WALK,924.87902
1709,AUTO,4269.35617
1709,BIKE,8.72684
1709,WALK,723.02457
1710,AUTO,2174.42203
1710,WALK,465.29479
1711,AUTO,636.46015
1711,WALK,2407.97881
1712,AUTO,6046.44706
1712,WALK,2283.98829
1713,AUTO,733.45268
1713,TNC,75.45325
1713,WALK,202.71692
1714,AUTO,410.70584
1714,WALK,195.76632
1715,AUTO,6564.69521
1715,WALK,837.92075
1716,AUTO,15676.70046
1716,TRANSIT,79.49704
1716,WALK,424.07069
1717,AUTO,118.40609
1717,WALK,118.40609
1718,AUTO,1711.89387
1718,TNC,79.49704
1719,AUTO,143.86997
1719,TRANSIT,469.73909
1720,AUTO,559.83394
1720,BIKE,68.48007
1720,WALK,22.82669
1721,AUTO,4526.27963
1721,SCHOOL_BUS,36.13635
1721,SHUTTLE_VANPOOL,137.7174
1721,WALK,36.13635
1722,AUTO,9364.23554
1722,TRANSIT,115.50301
1723,AUTO,405.57292
1723,SCHOOL_BUS,25.77046
1725,AUTO,322.3266
1726,AUTO,337.2023
1726,TRANSIT,869.89007
1727,AUTO,4053.07768
1728,AUTO,229.02913
1729,AUTO,202.1711
1729,BIKE,202.1711
1729,SHUTTLE_VANPOOL,34.42935
1730,AUTO,400.97765
1730,TRANSIT,775.25558
1731,AUTO,18938.29302
1732,BIKE,202.1711
1733,AUTO,589.49747
1734,AUTO,6922.01023
1734,BIKE,582.74237
1734,TNC,73.99411
1734,WALK,1964.2336
1735,AUTO,4273.03501
1736,AUTO,460.11228
1737,AUTO,2899.49117
1738,AUTO,992.45868
1739,AUTO,6157.18438
1739,WALK,22.82669
1740,AUTO,900.67951
1740,SCHOOL_BUS,82.32093
1740,SHUTTLE_VANPOOL,275.4348
1741,AUTO,832.15533
1741,WALK,117.33586
1742,AUTO,718.89357
1742,WALK,117.33586
1743,AUTO,584.7069
1744,AUTO,3408.38263
1745,AUTO,505.04294
1745,SHUTTLE_VANPOOL,34.42935
1746,AUTO,1359.56816
1746,TRANSIT,237.5604
1747,AUTO,431.16557
1748,AUTO,1739.87879
1748,SCHOOL_BUS,469.73909
1749,AUTO,196.68766
1750,AUTO,5002.2872
1750,WALK,1984.26689
1751,AUTO,3443.38778
1751,BIKE,45.65338
1751,SHUTTLE_VANPOOL,116.28091
1751,WALK,2628.63609
1752,AUTO,1208.86116
1752,WALK,18.75681
1753,AUTO,101.66595
1754,AUTO,4932.71481
1754,TNC,4885.95221
1754,TRANSIT,974.64366
1754,WALK,580.89966
1755,AUTO,432.04985
1756,AUTO,5777.22566
1756,BIKE,341.05248
1756,WALK,1302.09508
1757,AUTO,21891.66351
1757,WALK,3091.62152
1758,AUTO,1646.32343
1758,SHUTTLE_VANPOOL,34.42935
1759,AUTO,279.85378
1760,AUTO,2970.4016
1760,BIKE,471.15665
1760,WALK,526.83989
1761,AUTO,2681.4566
1761,WALK,573.66557
1762,AUTO,1746.29821
1763,AUTO,440.19318
1764,AUTO,2973.57804
1764,WALK,369.28703
1765,AUTO,2189.20953
1765,TRANSIT,740.30282
1766,AUTO,814.53508
1766,SHUTTLE_VANPOOL,34.42935
1766,WALK,247.696
1767,AUTO,205.84933
1769,AUTO,2334.0585
1769,TRANSIT,1023.32378
1769,WALK,842.45743
1770,AUTO,5667.47839
1771,AUTO,2818.17869
1771,WALK,336.55884
1772,AUTO,4992.91316
1772,TNC,98.49169
1772,WALK,3156.36152
1773,AUTO,526.74384
1773,TRANSIT,19.00304
1774,AUTO,12379.99429
1774,BIKE,369.28703
1774,TAXI_NOT_TNC,222.91649
1774,TRANSIT,1282.67332
1774,WALK,864.02999
1775,AUTO,626.68959
1775,WALK,306.94356
1776,AUTO,293.87201
1776,WALK,139.83191
1777,AUTO,790.64261
1778,AUTO,9916.86374
1778,WALK,4913.6467
1779,AUTO,205.58837
2001,AUTO,1847.99046
2001,OTHER,587.43343
2002,AUTO,6033.01889
2003,AUTO,115.86451
2005,AUTO,10775.59304
2005,WALK,208.74422
2006,AUTO,33.42258
2006,WALK,410.3134
2007,AUTO,117.85705
2008,AUTO,3353.09588
2009,AUTO,623.04053
2009,OTHER,913.06601
2009,WALK,5478.39606
2010,AUTO,138.42483
2010,OTHER,1174.86686
2011,AUTO,1975.46039
2011,WALK,396.9987
2012,AUTO,1261.63589
2013,AUTO,288.77002
2014,AUTO,4939.03494
2014,WALK,4837.41811
2015,AUTO,4776.8598
2015,OTHER,587.43343
2016,AUTO,8746.8093
2016,OTHER,587.43343
2016,WALK,2041.87673
2017,AUTO,474.15452
2017,TRANSIT,19.06504
2018,AUTO,10457.69882
2019,AUTO,5170.56043
2019,OTHER,587.43343
2019,WALK,9986.36831
2020,AUTO,163.52473
2021,AUTO,3006.82215
2022,AUTO,4708.78214
2023,AUTO,4823.9839
2023,WALK,7800.52772
2024,AUTO,3633.46763
2024,OTHER,1762.30029
2025,AUTO,22961.54155
2026,AUTO,6676.76726
2027,AUTO,12203.86556
2027,WALK,101.33729
2028,AUTO,5362.20302
2028,WALK,2563.49659
2029,AUTO,13761.35441
2029,TNC,1316.71291
2029,TRANSIT,1547.19862
2029,WALK,4180.62444
2030,AUTO,21238.11086
2031,AUTO,4527.91585
2031,TRANSIT,19.06504
2031,WALK,19.06504
2032,AUTO,8975.01839
2033,AUTO,12119.2888
2034,AUTO,1310.53116
2034,WALK,220.4133
2035,AUTO,13406.621
2035,WALK,1860.3695
2036,AUTO,1322.17668
2036,OTHER,22.72942
2036,WALK,1866.75165
2037,AUTO,306.60335
2038,AUTO,6631.36475
2038,TRANSIT,1547.19862
2038,WALK,1547.19862
2039,AUTO,6480.95043
2040,AUTO,6262.45095
2041,AUTO,2847.78697
2041,OTHER,26.37083
2041,WALK,19.06504
2042,AUTO,13603.61615
2043,AUTO,1712.84927
2043,TNC,373.46671
2043,TRANSIT,373.46671
2043,WALK,1159.09902
2044,AUTO,5400.10293
2045,AUTO,8737.27534
2046,AUTO,5806.42273
2047,AUTO,320.63267
2048,AUTO,10294.66548
2049,AUTO,5285.60278
2050,AUTO,3213.84268
2051,AUTO,31271.10198
2051,WALK,6.7052
2053,AUTO,16615.75739
2053,WALK,1849.98305
2054,AUTO,3203.9672
2054,BIKE,155.75122
2055,AUTO,2886.88115
2056,AUTO,1529.7988
2056,WALK,2046.389
2057,WALK,1202.3009
2059,AUTO,1336.05622
2059,OTHER,22.91586
2060,AUTO,6.09454
2061,AUTO,80.30378
2062,AUTO,217.54518
2063,AUTO,6264.73756
2064,AUTO,1131.42796
2064,OTHER,32.12478
2065,AUTO,325.91641
2068,AUTO,11214.71797
2069,AUTO,985.48722
2069,WALK,4.1534
2070,AUTO,5064.95415
2070,WALK,381.10398
2071,AUTO,1424.2854
2072,AUTO,12899.25014
2073,AUTO,1845.13853
2074,AUTO,115.47525
2075,AUTO,257.55519
2076,AUTO,747.46754
2076,WALK,196.54588
2077,AUTO,1309.5904
2078,AUTO,6050.60536
2079,AUTO,98.27294
2079,WALK,2752.72377
2080,AUTO,2299.82101
2080,WALK,917.57459
2081,AUTO,9457.45172
2083,AUTO,21030.52076
2084,AUTO,16640.78898
2085,AUTO,10105.45526
2086,AUTO,4178.81861
2087,AUTO,26463.11835
2088,AUTO,13999.10135
2089,AUTO,10628.25856
2089,WALK,268.38609
2090,AUTO,22796.20506
2090,BIKE,3952.52658
2090,WALK,13310.87999
2091,AUTO,150.20877
2092,AUTO,28788.79588
2093,AUTO,2967.02858
2094,AUTO,315.16064
2095,AUTO,532.10372
2096,AUTO,2771.62757
2097,AUTO,18240.42356
2098,AUTO,3263.30724
2099,AUTO,29202.47762
2100,AUTO,76.26016
2100,TRANSIT,19.06504
2101,AUTO,8462.58451
2102,AUTO,1978.65794
2103,AUTO,4988.40611
2104,AUTO,1437.69338
2105,AUTO,2615.59607
2106,AUTO,1171.779
2107,AUTO,3297.16412
2108,AUTO,567.21105
2108,WALK,120.59199
2109,AUTO,6615.63762
2110,AUTO,8103.50995
2111,AUTO,245.12263
2112,AUTO,1089.83799
2113,AUTO,650.94782
2114,AUTO,4519.05955
2115,AUTO,31569.89813
2115,OTHER,613.64139
2115,SCHOOL_BUS,1227.28278
2115,WALK,9818.26224
2116,AUTO,3658.95274
2116,OTHER,2556.90656
2117,AUTO,154.7717
2118,AUTO,39.72833
2120,AUTO,4583.39211
2121,AUTO,8192.97576
2122,AUTO,93.7849
2123,AUTO,9.14181
2124,AUTO,325.91641
2125,AUTO,628.02828
2126,AUTO,2168.12318
2127,AUTO,227.67538
2128,AUTO,197.17038
2129,AUTO,17.38194
2130,AUTO,238.66106
2131,AUTO,5758.15728
2131,SCHOOL_BUS,1938.24998
2133,AUTO,1928.97456
2135,AUTO,198.7711
2136,AUTO,29417.28998
2136,BIKE,1895.59178
2136,WALK,88.91656
2137,AUTO,100.49816
2140,AUTO,35157.85333
2140,SCHOOL_BUS,454.68229
2140,WALK,454.68229
2141,AUTO,18.75698
2142,AUTO,3271.63807
2143,AUTO,68.30394
2145,AUTO,10413.15643
2146,AUTO,1116.02983
2148,AUTO,2635.27216
2148,WALK,196.55914
2149,AUTO,10741.67097
2149,WALK,132.85872
2150,AUTO,2887.99382
2151,AUTO,628.02828
2151,SCHOOL_BUS,902.97759
2151,WALK,196.56514
2152,AUTO,21423.01782
2152,WALK,3517.3151
2153,AUTO,869.17445
2153,WALK,842.28652
2154,AUTO,636.81389
2155,AUTO,39255.33323
2155,SCHOOL_BUS,448.2953
2155,WALK,628.02828
2156,AUTO,597.01632
2157,AUTO,3465.14525
2158,AUTO,2420.53333
2159,AUTO,28449.30956
2159,OTHER,4464.01282
2160,AUTO,1923.87577
2160,WALK,2012.22708
2163,AUTO,215.41826
