ZONE,MODE,TRIPS
602,TRANSIT,135.03387
602,WALK,5085.49085
603,AUTO,2400.94776
603,WALK,881.94018
604,AUTO,661.99029
604,WALK,3249.89786
605,AUTO,1275.52857
605,WALK,744.08974
606,AUTO,4034.7415
607,AUTO,417.95245
607,BIKE,6.1923
607,TNC,6.1923
607,WALK,309.13969
608,AUTO,4314.71186
608,WALK,78.10854
609,AUTO,2378.25874
609,WALK,672.47261
610,AUTO,2555.16718
611,AUTO,1384.1437
611,WALK,540.17107
612,AUTO,1241.40974
612,WALK,103.20935
613,AUTO,5574.41948
613,BIKE,6.1923
613,CAR_SHARE,36.9504
613,WALK,124.23085
614,AUTO,3854.26068
614,TRANSIT,527.8417
615,AUTO,1310.7614
616,AUTO,1779.89742
616,TNC,41.47721
617,AUTO,804.07263
618,AUTO,18747.88767
618,TRANSIT,724.03784
618,WALK,138.97558
619,AUTO,4199.89254
619,BIKE,159.50398
619,WALK,843.95682
620,AUTO,1921.58462
620,WALK,296.75509
621,AUTO,225.22127
621,BIKE,139.39722
621,WALK,1065.35703
622,AUTO,17136.92639
622,TRANSIT,119.03877
622,WALK,720.61149
623,AUTO,4541.34975
623,TRANSIT,156.24185
623,WALK,608.6472
624,AUTO,4606.99281
624,TRANSIT,6.09454
624,WALK,625.71361
625,AUTO,32.12479
625,TNC,4.65249
625,WALK,302.94739
626,AUTO,3160.26931
626,TNC,1593.02802
626,WALK,639.55844
627,AUTO,8373.35054
627,TRANSIT,172.34518
627,WALK,1863.82693
628,AUTO,6.33345
628,BIKE,6.1923
628,WALK,25.3338
629,AUTO,1181.82545
629,WALK,1788.8334
630,AUTO,1837.80136
630,WALK,1379.43508
631,AUTO,1338.48826
631,TNC,166.74907
631,TRANSIT,18.31567
631,WALK,3356.8043
632,AUTO,684.46239
633,AUTO,2573.47668
634,AUTO,5228.01373
634,WALK,471.57772
635,AUTO,15025.15871
635,CAR_SHARE,18.44573
635,WALK,151.80878
636,AUTO,1554.40199
637,AUTO,9438.29373
637,TNC,206.4774
637,WALK,2984.69085
638,AUTO,589.57995
638,WALK,77.56872
639,AUTO,239.82795
639,CAR_SHARE,115.9253
639,LONG_DIST_PASS,3854.26068
639,SHUTTLE_VANPOOL,5.98895
639,TRANSIT,52.2241
639,WALK,184.2267
640,AUTO,194.27587
641,AUTO,5115.46686
641,TNC,63.20233
641,TRANSIT,52.89008
641,WALK,3456.30018
642,AUTO,894.4167
643,AUTO,206.32999
644,AUTO,5119.84997
644,TNC,11.9779
644,TRANSIT,53.03771
644,WALK,415.44796
645,AUTO,1557.12271
645,TRANSIT,18.31567
645,WALK,308.3216
646,AUTO,19749.62409
646,BIKE,419.99892
646,LONG_DIST_PASS,9635.6517
646,SHUTTLE_VANPOOL,149.74679
646,WALK,2460.24614
647,AUTO,3578.22569
647,WALK,431.47471
648,AUTO,2682.07155
648,BIKE,3231.47896
648,WALK,1462.29251
649,AUTO,7719.13778
649,BIKE,1493.09546
649,WALK,1026.91932
650,AUTO,3210.25394
650,SCHOOL_BUS,80.38462
650,WALK,208.73754
651,AUTO,758.5772
652,AUTO,8.05653
653,AUTO,36.56722
654,AUTO,32.26417
655,AUTO,1015.46021
656,AUTO,482.85498
656,TNC,140.12983
657,AUTO,1882.73918
657,TRANSIT,537.92548
658,AUTO,13119.30175
659,AUTO,271.93355
659,TRANSIT,523.38514
660,AUTO,1155.9279
663,AUTO,999.29276
664,AUTO,615.24533
665,AUTO,1609.55224
665,WALK,197.27772
666,AUTO,562.85495
666,TNC,56.16277
667,AUTO,239.89356
668,AUTO,4106.35874
668,TRANSIT,150.39655
669,AUTO,8832.35736
669,WALK,3106.0165
670,AUTO,92.09801
671,AUTO,1443.26125
672,AUTO,243.16329
673,AUTO,139.09596
674,AUTO,1185.46752
675,AUTO,12783.46122
676,AUTO,15350.00498
676,BIKE,32.12478
676,WALK,73.53194
677,AUTO,400.92809
678,AUTO,180.34186
679,AUTO,11512.90686
680,AUTO,295.8168
680,WALK,158.1021
681,AUTO,30686.50326
682,AUTO,3684.24703
683,AUTO,782.75584
684,AUTO,19500.29665
684,SHUTTLE_VANPOOL,98.51126
685,AUTO,108.12002
687,AUTO,149.74684
688,AUTO,118.1579
688,TRANSIT,63.20496
689,AUTO,7811.06326
690,AUTO,7541.79598
690,WALK,3173.46175
691,AUTO,3912.70534
692,AUTO,895.91196
692,WALK,230.95056
693,AUTO,7744.2174
693,SCHOOL_BUS,159.90582
694,AUTO,30031.39707
694,SCHOOL_BUS,1874.4428
695,AUTO,1904.09401
696,AUTO,3597.33203
696,WALK,154.94183
697,AUTO,1632.88436
698,AUTO,9952.76492
699,AUTO,9437.85091
699,WALK,70.82052
700,AUTO,602.38321
701,AUTO,22888.80225
702,AUTO,13798.37658
703,AUTO,7202.03995
704,AUTO,5131.01634
704,WALK,24.14877
705,AUTO,5026.41348
705,WALK,63.20496
706,AUTO,504.25234
707,AUTO,1033.7196
708,AUTO,6545.02607
708,WALK,3.08709
709,AUTO,4211.76573
710,AUTO,2411.87213
710,OTHER,79.89392
711,AUTO,18910.28669
712,AUTO,14051.10677
712,OTHER,19.31601
712,WALK,1697.53168
713,AUTO,4594.09646
713,SCHOOL_BUS,79.05105
713,WALK,100.29022
714,AUTO,10165.84321
715,AUTO,9735.80418
716,AUTO,720.47994
717,AUTO,18.29127
718,AUTO,45.17723
719,AUTO,6842.60688
719,WALK,427.73304
720,AUTO,17187.3995
721,AUTO,109.46685
722,AUTO,15809.63165
722,TRANSIT,63.20496
723,AUTO,13893.10005
723,WALK,200.12367
724,AUTO,11311.41803
724,WALK,38.13624
725,AUTO,5390.40378
725,SCHOOL_BUS,1874.4428
726,AUTO,15895.23209
726,WALK,2586.67275
727,AUTO,10275.35507
728,AUTO,3487.69751
728,WALK,353.31578
729,AUTO,108.52855
730,AUTO,138.95286
731,AUTO,471.53126
732,AUTO,5885.97071
732,WALK,1167.52394
733,AUTO,12877.03386
733,WALK,596.53227
734,AUTO,11171.38966
734,TNC,99.14682
734,TRANSIT,79.05105
734,WALK,896.59513
735,AUTO,21892.57373
735,WALK,42.66178
736,AUTO,9664.77809
737,AUTO,4926.55353
737,WALK,427.6211
738,AUTO,10231.92078
739,AUTO,8643.44278
740,AUTO,11014.12439
741,AUTO,14370.78982
741,TRANSIT,3.08709
741,WALK,1185.51887
742,AUTO,839.45104
742,BIKE,231.6087
742,WALK,115.80435
743,AUTO,19085.6764
743,BIKE,231.6087
744,AUTO,38833.19962
744,OTHER,418.34679
744,WALK,238.96266
745,AUTO,2074.08697
745,WALK,115.80435
746,AUTO,1077.56915
747,AUTO,45.65608
748,AUTO,5579.42161
749,AUTO,13554.32629
750,AUTO,11394.74328
750,WALK,115.50165
751,AUTO,347.50373
752,AUTO,586.24472
752,WALK,517.30088
753,AUTO,394.01526
754,AUTO,25474.54485
754,TRANSIT,1871.86424
754,WALK,353.47421
757,SHUTTLE_VANPOOL,1.17856
758,AUTO,33.24174
760,AUTO,5663.21489
760,TRANSIT,359.43512
760,WALK,205.35206
761,AUTO,14981.25206
761,TRANSIT,79.05105
761,WALK,2482.79742
762,AUTO,7041.06735
763,AUTO,10951.24989
763,SCHOOL_BUS,624.82851
763,WALK,3105.46592
764,AUTO,1449.86623
764,WALK,701.28554
765,AUTO,6023.03206
766,AUTO,42916.5207
766,SCHOOL_BUS,114.15631
766,WALK,984.77456
767,AUTO,11153.46383
767,SCHOOL_BUS,114.15631
767,WALK,161.38206
768,AUTO,6859.21558
769,AUTO,797.15152
770,AUTO,26689.7869
770,TNC,98.32342
770,WALK,119.94863
771,AUTO,5741.92207
771,WALK,100.29398
772,AUTO,8601.21334
772,TRANSIT,57.48727
772,WALK,153.11672
773,AUTO,41133.80795
773,SCHOOL_BUS,710.33088
773,TAXI_NOT_TNC,149.80243
773,WALK,22862.92176
774,AUTO,4822.33839
775,AUTO,14786.04444
775,TRANSIT,1871.86424
775,WALK,3743.72848
778,AUTO,335.76256
779,AUTO,335.76256
780,AUTO,1069.21806
780,WALK,328.96572
781,AUTO,19772.88698
781,TAXI_NOT_TNC,115.51815
781,WALK,127.28466
783,AUTO,3018.17465
785,AUTO,2075.17252
786,AUTO,6085.53079
786,BIKE,356.73214
786,SHUTTLE_VANPOOL,5772.69426
787,AUTO,7578.05289
788,AUTO,164.84412
789,AUTO,4743.02649
791,AUTO,7102.57786
791,BIKE,356.73214
791,WALK,98.85046
792,AUTO,6191.70069
792,WALK,116.28826
793,AUTO,32583.6647
793,SCHOOL_BUS,1875.55726
793,SHUTTLE_VANPOOL,1924.23142
793,WALK,3751.11452
794,AUTO,3081.39031
794,SCHOOL_BUS,1875.55726
794,SHUTTLE_VANPOOL,3848.46284
794,TRANSIT,696.0682
794,WALK,205.53078
795,AUTO,14808.05229
795,WALK,5345.29224
796,AUTO,264.46681
797,AUTO,482.63091
798,AUTO,1815.62145
798,WALK,32.3383
799,AUTO,3253.44947
800,AUTO,910.44405
800,WALK,405.34108
801,AUTO,5263.87895
802,AUTO,17768.05305
802,SCHOOL_BUS,1946.97853
803,AUTO,4931.04713
803,CAR_SHARE,641.42459
805,AUTO,10874.51862
806,AUTO,1667.58017
807,AUTO,29967.30812
807,WALK,16504.12104
808,AUTO,1584.3411
809,AUTO,7740.85255
810,AUTO,6846.09911
811,AUTO,10929.96427
811,WALK,1288.80974
812,AUTO,12914.90332
812,SCHOOL_BUS,1984.28096
812,WALK,23191.55414
813,AUTO,2585.72786
813,BIKE,641.42459
813,WALK,114.54696
814,AUTO,14368.23536
814,BIKE,641.42459
814,WALK,533.27897
815,AUTO,2488.11211
816,AUTO,729.69404
817,AUTO,19467.48108
817,WALK,394.04504
818,AUTO,5943.43949
818,SCHOOL_BUS,32.11152
818,WALK,199.98806
819,AUTO,14466.96443
819,SCHOOL_BUS,1.17856
819,SHUTTLE_VANPOOL,1.17856
820,AUTO,187.85324
821,AUTO,5068.79016
822,AUTO,6338.53726
822,SCHOOL_BUS,583.6113
823,AUTO,7320.07802
824,AUTO,9626.04005
824,BIKE_SHARE,63.20496
824,WALK,13101.96698
825,AUTO,2578.29126
825,TRANSIT,221.7876
825,WALK,114.49734
826,AUTO,13699.43997
826,SCHOOL_BUS,1576.57528
826,WALK,4239.74276
827,AUTO,38.90847
828,AUTO,56043.68981
828,BIKE,6958.40366
828,WALK,5174.79447
829,AUTO,283.35551
830,AUTO,1210.10256
831,AUTO,213.07729
832,AUTO,24651.4025
832,OTHER,13.89933
832,WALK,6550.98349
833,AUTO,8334.31222
833,WALK,78.43571
834,AUTO,4121.99122
834,BIKE,5113.08256
834,SCHOOL_BUS,1576.57528
834,WALK,166.88172
835,AUTO,42524.05232
836,AUTO,194.29363
837,AUTO,3605.64252
839,AUTO,9818.90237
839,BIKE,685.61578
839,OTHER,26.35035
839,WALK,685.61578
840,AUTO,485.74738
844,AUTO,1720.48052
845,AUTO,229.227
846,AUTO,1794.9018
847,AUTO,694.51237
848,AUTO,11168.1077
848,BIKE,1721.69296
848,WALK,156.52228
849,AUTO,2634.53983
849,BIKE,0.83971
850,AUTO,3123.74508
851,AUTO,3700.03671
852,AUTO,624.58908
853,AUTO,1197.24834
854,AUTO,75.09827
855,AUTO,1606.37138
855,SCHOOL_BUS,320.9902
855,TRANSIT,110.8938
855,WALK,53.41624
856,AUTO,2454.56377
856,WALK,151.75201
857,AUTO,771.01735
857,BIKE,433.60413
857,OTHER,348.03792
858,AUTO,25083.1813
858,OTHER,709.17426
859,AUTO,19653.15271
859,BIKE,23.55369
859,OTHER,5115.69915
859,WALK,2077.276
860,AUTO,9468.62119
860,BIKE,1289.57731
860,OTHER,6438.93182
860,WALK,4522.17635
861,AUTO,15567.73739
861,BIKE,1224.55952
861,OTHER,1238.22817
861,TRANSIT,1044.18811
861,WALK,3117.56451
862,AUTO,3011.76158
863,AUTO,2357.70591
864,AUTO,25377.17206
864,OTHER,628.84665
864,WALK,239.3258
865,AUTO,5756.17514
866,AUTO,13.89933
867,AUTO,3468.82511
868,AUTO,2455.55124
869,OTHER,203.21429
870,AUTO,3118.36998
870,WALK,208.33454
871,AUTO,22233.62443
871,OTHER,1073.65686
871,TRANSIT,2665.90719
871,WALK,1891.65778
872,AUTO,4618.68841
872,OTHER,5008.79472
872,WALK,232.26978
873,AUTO,10078.29598
873,BIKE,229.42542
873,OTHER,870.93609
873,TRANSIT,203.21429
873,WALK,2307.62545
874,AUTO,4497.74903
874,BIKE,229.42542
874,OTHER,2668.25593
874,WALK,597.03655
875,AUTO,5926.44804
875,OTHER,396.2395
875,WALK,431.49577
876,AUTO,891.70921
876,OTHER,115.84942
876,SCHOOL_BUS,159.90582
877,AUTO,564.44336
877,WALK,2917.24009
878,AUTO,626.2822
879,AUTO,267.56531
880,AUTO,315.67503
881,AUTO,3742.73842
881,OTHER,150.23202
882,AUTO,474.59909
883,AUTO,1932.38932
883,SCHOOL_BUS,159.90582
884,AUTO,70.44938
884,WALK,70.44938
1001,AUTO,1573.45526
1001,SCHOOL_BUS,153.20911
1003,AUTO,1419.30918
1004,AUTO,800.68397
1006,AUTO,19516.70757
1006,WALK,1.27581
1007,AUTO,3778.50432
1007,WALK,294.3873
1008,AUTO,278.7933
1009,AUTO,8597.66659
1009,BIKE,303.76827
1010,AUTO,5094.86449
1010,OTHER,2886.88115
1011,AUTO,2620.69068
1013,AUTO,115.74707
1014,AUTO,7040.0202
1014,BIKE,82.21616
1014,SCHOOL_BUS,153.20911
1014,WALK,246.64848
1015,AUTO,816.14507
1016,AUTO,1219.05484
1017,AUTO,357.95323
1018,AUTO,5619.36066
1018,WALK,126.84411
1019,AUTO,5319.5598
1019,WALK,217.2003
1020,AUTO,976.94001
1021,AUTO,3670.48408
1021,WALK,534.26068
1022,AUTO,381.00645
1022,TRANSIT,55.7178
1023,AUTO,3512.87318
1024,AUTO,7211.38584
1025,AUTO,3320.39096
1025,BIKE,118.57668
1025,WALK,452.8755
1026,AUTO,1345.16924
1026,WALK,2042.57844
1027,AUTO,700.00916
1028,AUTO,2347.00395
1029,AUTO,589.63824
1030,AUTO,1030.37146
1030,SCHOOL_BUS,247.05399
1030,WALK,82.35133
1031,AUTO,8260.33216
1031,WALK,9.53874
1032,AUTO,196.54606
1033,AUTO,2473.50258
1033,TAXI_NOT_TNC,104.93224
1033,WALK,760.62278
1034,AUTO,5878.38721
1034,BIKE,303.76827
1034,WALK,197.24024
1035,AUTO,38403.0840900001
1035,SCHOOL_BUS,175.2516
1035,WALK,2636.84559
1036,AUTO,6103.15195
1036,BIKE,199.1294
1036,WALK,1001.99924
1037,AUTO,8028.25281
1038,AUTO,61.82019
1039,AUTO,7318.71542
1039,WALK,657.29903
1040,AUTO,2163.95988
1041,AUTO,10216.07229
1041,WALK,102.50726
1042,AUTO,10438.32041
1042,WALK,32.55721
1043,AUTO,3732.86651
1044,AUTO,120.45077
1045,AUTO,3227.70345
1046,AUTO,8033.87361
1046,WALK,5466.94452
1047,AUTO,247.696
1047,WALK,99.86008
1048,BIKE,39.52556
1049,AUTO,4508.56407
1049,WALK,3361.23605
1050,AUTO,776.74488
1051,AUTO,16959.28379
1051,WALK,228.62483
1052,AUTO,903.53709
1052,BIKE,108.79488
1052,WALK,228.62483
1053,AUTO,14919.98036
1053,SCHOOL_BUS,306.41822
1054,AUTO,4717.87219
1055,AUTO,5242.55416
1056,AUTO,9862.81879
1056,OTHER,1913.23538
1057,AUTO,8579.54035
1057,OTHER,1913.23538
1057,SHUTTLE_VANPOOL,85.02834
1058,AUTO,6770.06445
1058,BIKE,1199.83948
1058,WALK,801.4612
1059,AUTO,2934.93479
1060,AUTO,9292.4758
1060,SCHOOL_BUS,2.4883
1060,WALK,98.6031
1061,AUTO,7698.99204
1062,AUTO,1038.69588
1062,OTHER,98.27303
1062,WALK,626.40724
1063,AUTO,4679.60808
1064,AUTO,3198.76271
1065,AUTO,7333.50056
1065,TRANSIT,1011.69663
1065,WALK,2279.77742
1066,AUTO,1270.91024
1066,WALK,1648.56148
1067,AUTO,347.16407
1068,AUTO,2119.1442
1069,AUTO,2585.02158
1069,WALK,239.06095
1070,AUTO,17144.82095
1071,AUTO,11833.52609
1072,AUTO,7676.11693
1072,WALK,3145.1869
1073,AUTO,6809.40206
1074,AUTO,3522.71743
1075,AUTO,21082.2992
1076,AUTO,2536.62476
1076,TRANSIT,606.67069
1076,WALK,4944.21901
1077,AUTO,643.38095
1078,AUTO,1292.9195
1078,WALK,1284.22853
1079,AUTO,4611.77883
1080,AUTO,11129.48279
1080,BIKE,145.15552
1080,WALK,3648.2603
1081,AUTO,6936.63096
1081,OTHER,152.61396
1082,AUTO,1441.35239
1082,BIKE,88.21851
1083,AUTO,45.99524
1084,AUTO,693.70644
1085,AUTO,23884.06658
1085,OTHER,25385.2741
1085,WALK,4823.74142
1086,AUTO,792.79729
1087,AUTO,11734.45578
1087,BIKE,158.85145
1087,WALK,4585.60119
1088,AUTO,12949.09346
1088,WALK,4099.99096
1089,AUTO,10323.03165
1089,BIKE,79.14639
1090,AUTO,6352.35641
1091,AUTO,21142.13687
1091,WALK,788.11672
1092,AUTO,9715.08902
1093,AUTO,3760.81487
1093,BIKE,164.43232
1093,TRANSIT,55.7178
1093,WALK,569.93247
1094,AUTO,246.91243
1094,TRANSIT,24.40411
1095,AUTO,26570.50211
1095,WALK,775.61733
1096,TRANSIT,125.15445
1097,AUTO,4843.42913
1097,WALK,669.69704
1098,AUTO,6418.64355
1098,WALK,230.03448
1099,AUTO,34715.53086
1099,TRANSIT,106.51023
1099,WALK,404.3422
1100,AUTO,1215.56863
1100,LONG_DIST_PASS,712.86615
1100,WALK,589.35091
1101,AUTO,4254.83638
1101,WALK,397.1729
1102,AUTO,7055.87989
1102,SCHOOL_BUS,164.70266
1103,AUTO,1956.35551
1103,TNC,238.05192
1104,AUTO,458.145
1104,WALK,357.99045
1105,AUTO,8323.55839
1105,WALK,2714.27166
1106,AUTO,8076.65031
1106,WALK,399.13932
1107,AUTO,6829.64444
1107,WALK,300.47382
1108,AUTO,340.36473
1108,BIKE,51.15216
1109,AUTO,4945.53029
1109,WALK,2.22128
1110,AUTO,2363.20239
1110,WALK,1392.68705
1111,AUTO,24215.45403
1111,WALK,2258.62531
1112,AUTO,941.52321
1113,AUTO,16636.61784
1113,WALK,18.44573
1114,AUTO,4127.43029
1115,AUTO,12504.98712
1115,SCHOOL_BUS,204.45178
1116,AUTO,20698.17959
1116,WALK,1411.38136
1117,AUTO,3362.95629
1117,WALK,906.60061
1118,AUTO,500.91269
1119,AUTO,6342.86004
1120,AUTO,4507.87826
1120,BIKE,3290.38175
1121,AUTO,653.16745
1122,AUTO,4626.05443
1122,WALK,210.7968
1123,AUTO,5534.55613
1123,BIKE,586.55641
1123,SCHOOL_BUS,3482.2043
1123,TRANSIT,1846.28564
1124,AUTO,1048.299
1124,WALK,422.32822
1125,AUTO,10339.72254
1125,BIKE,102.88027
1125,WALK,18710.44708
1126,AUTO,5857.66718
1126,BIKE,2258.84652
1126,WALK,124.87734
1127,AUTO,3453.81047
1128,AUTO,459.26027
1128,BIKE,2229.49481
1129,AUTO,7536.13097
1129,BIKE,1173.11282
1129,WALK,86.49767
1130,AUTO,1637.71305
1131,AUTO,1062.63731
1131,BIKE,25.57608
1131,TRANSIT,38.97244
1132,AUTO,3985.70332
1132,WALK,2453.02364
1133,AUTO,1691.02794
1133,OTHER,39.52556
1134,AUTO,1310.40021
1135,AUTO,8378.26279
1135,WALK,3826.47076
1136,AUTO,2772.30894
1136,OTHER,39.52556
1137,AUTO,3249.95282
1137,BIKE,40.92515
1137,WALK,5501.75066
1138,AUTO,979.96918
1138,WALK,410.59004
1139,AUTO,9816.07631
1139,BIKE,125.15445
1140,AUTO,15347.6607
1141,AUTO,8782.55288
1141,SCHOOL_BUS,1238.38183
1141,WALK,115.62569
1142,AUTO,3306.45626
1143,AUTO,6502.80955
1143,WALK,40.92515
1144,AUTO,21590.95196
1144,BIKE,122.77545
1144,OTHER,238.29314
1144,WALK,1594.41491
1145,AUTO,1300.80668
1146,AUTO,33180.09907
1146,WALK,12768.91105
1147,AUTO,16641.90368
1147,WALK,4394.56713
1148,AUTO,4738.69089
1149,AUTO,8729.60081
1149,WALK,7892.80402
1150,AUTO,1323.25585
1150,BIKE,98.62012
1150,WALK,411.74357
1151,AUTO,622.27089
1152,AUTO,19574.66439
1152,WALK,413.53374
1153,AUTO,5219.54414
1154,AUTO,4921.8924
1155,AUTO,3600.93763
1156,AUTO,5876.59432
1156,WALK,2273.39449
1157,AUTO,8540.25647
1157,BIKE,213.02046
1157,WALK,15089.06657
1158,AUTO,9770.52421
1159,AUTO,7677.94435
1160,WALK,2257.40223
1161,AUTO,632.90636
1161,TNC,56.73213
1161,WALK,172.36087
1162,AUTO,4399.2591
1162,BIKE,98.62012
1162,TRANSIT,55.7178
1162,WALK,790.66461
1163,AUTO,7035.23178
1163,WALK,84.01617
1164,AUTO,7290.72955
1166,AUTO,1139.44681
1167,AUTO,2035.4935
1167,TRANSIT,106.51023
1168,AUTO,20554.18507
1168,TNC,140.68656
1168,WALK,4796.41042
1169,AUTO,13250.34022
1170,AUTO,2997.71888
1171,AUTO,10684.71212
1172,AUTO,6888.38474
1173,AUTO,9990.01415
1173,WALK,1491.93946
1174,AUTO,3049.88931
1175,AUTO,1579.9167
1175,SCHOOL_BUS,246.70754
1176,AUTO,4488.56572
1176,TRANSIT,3290.38175
1176,WALK,73.74075
1177,AUTO,1342.9291
1177,WALK,163.30075
1178,AUTO,542.01543
1179,AUTO,4584.28151
1179,TAXI_NOT_TNC,106.51023
1180,AUTO,1817.27287
1181,AUTO,50.69381
1182,AUTO,21641.27427
1182,TRANSIT,24.40411
1183,AUTO,394.81585
1183,WALK,201.63268
1184,AUTO,3158.95624
1184,BIKE,6118.32213
1184,TRANSIT,184.42648
1185,AUTO,3107.33572
1186,AUTO,44198.39482
1186,BIKE,8657.85944
1186,SCHOOL_BUS,3482.2043
1186,WALK,3648.2603
1187,AUTO,2450.62669
1188,AUTO,5259.19529
1188,WALK,1757.3385
1189,AUTO,19783.8759
1189,BIKE,125.15445
1189,TNC,812.70133
1190,AUTO,17290.40342
1191,AUTO,6115.78146
1191,BIKE,102.02933
1191,WALK,600.33551
1192,AUTO,18079.88737
1192,TNC,812.70133
1192,WALK,902.65019
1193,AUTO,6564.78671
1193,BIKE,105.3984
1193,WALK,152.41809
1194,AUTO,2104.55184
1194,TRANSIT,537.81922
1194,WALK,387.00237
1195,AUTO,2490.82555
1195,BIKE,42.87865
1195,WALK,1643.77512
1196,AUTO,2132.818
1196,WALK,3805.10554
1197,AUTO,15731.67734
1197,TRANSIT,861.09675
1197,WALK,3026.93406
1199,AUTO,297.8683
1200,AUTO,151.00038
1201,AUTO,208.67914
1203,AUTO,598.26686
1203,WALK,303.01194
1204,AUTO,50.69381
1205,AUTO,115.48153
1205,TAXI_NOT_TNC,181.3318
1205,TNC,974.64366
1206,AUTO,10641.90333
1206,WALK,100.81634
1207,AUTO,897.57299
1208,AUTO,5519.89515
1208,WALK,118.46386
1209,AUTO,2928.21565
1210,AUTO,1050.5554
1211,AUTO,2562.75609
1211,TRANSIT,38.97244
1212,AUTO,4286.87167
1213,AUTO,10110.69218
1214,AUTO,7566.57692
1214,WALK,1762.16991
1215,AUTO,5080.86942
1215,OTHER,312.76912
1216,AUTO,4482.00995
1216,TRANSIT,1380.06473
1216,WALK,483.38535
1217,AUTO,8424.42639
1217,CAR_SHARE,26.99727
1217,TRANSIT,758.34933
1217,WALK,42.19392
1218,AUTO,627.54843
1219,AUTO,366.93497
1220,AUTO,101.66595
1220,WALK,237.92073
1221,AUTO,5712.00943
1221,TRANSIT,732.81944
1222,AUTO,106.28844
1223,AUTO,3597.36224
1224,AUTO,771.36414
1225,AUTO,15667.15553
1225,OTHER,115.8532
1226,AUTO,2671.35139
1226,BIKE,102.02933
1227,AUTO,7031.20666
1227,BIKE,106.51023
1228,AUTO,18105.19803
1228,BIKE,250.3089
1228,TAXI_NOT_TNC,181.3318
1228,WALK,520.82046
1229,AUTO,4320.31024
1230,AUTO,200.50368
1231,AUTO,108.37549
1231,TRANSIT,237.92073
1231,WALK,237.92073
1232,AUTO,8782.78457
1232,TRANSIT,732.81944
1232,WALK,732.81944
1233,AUTO,2.90895
1233,TNC,974.64366
1233,TRANSIT,861.09675
1233,WALK,3435.75423
1234,AUTO,3125.14044
1234,WALK,206.04468
1235,AUTO,4815.03224
1236,AUTO,1987.08216
1236,WALK,2803.4848
1237,AUTO,5571.58971
1238,AUTO,2935.44924
1239,AUTO,1553.71517
1239,OTHER,210.7968
1239,WALK,886.46798
1240,AUTO,607.00146
1240,BIKE,6392.54405
1240,WALK,197.89134
1242,AUTO,3281.68105
1243,AUTO,2571.14979
1244,AUTO,4968.11979
1245,AUTO,18360.54307
1245,WALK,197.29074
1246,AUTO,3388.09576
1247,AUTO,3045.49382
1248,AUTO,487.30544
1249,AUTO,751.28882
1250,AUTO,1148.77907
1250,TNC,56.73213
1250,WALK,226.92852
1251,AUTO,60.94909
1252,AUTO,471.00414
1252,WALK,1260.06253
1253,AUTO,2245.34706
1254,AUTO,4126.50512
1255,AUTO,1754.09599
1256,AUTO,1605.65259
1256,SHUTTLE_VANPOOL,116.28091
1257,AUTO,284.99885
1258,BIKE,190.22469
1259,AUTO,2708.94166
1259,WALK,196.54608
1260,AUTO,1844.25919
1260,WALK,848.60432
1261,AUTO,1028.22311
1261,WALK,253.23893
1262,AUTO,196.97298
1263,AUTO,11590.49386
1263,WALK,163.5608
1264,AUTO,1443.66646
1265,AUTO,188.44124
1265,WALK,115.47538
1266,AUTO,1341.18794
1267,AUTO,468.21603
1267,BIKE,18.28361
1267,WALK,115.47538
1268,AUTO,1939.40831
1268,WALK,176.27949
1269,AUTO,235.14501
1272,AUTO,1225.24093
1272,BIKE,106.51023
1272,TAXI_NOT_TNC,106.51023
1272,TRANSIT,106.51023
1273,AUTO,3007.77463
1273,BIKE,207.38696
1273,TRANSIT,861.09675
1274,AUTO,7118.23442
1274,BIKE,207.38696
1274,OTHER,443.23399
1274,TRANSIT,886.46798
1275,AUTO,2462.32731
1276,AUTO,2995.79345
1277,AUTO,12169.60928
1278,AUTO,530.38359
1278,BIKE,371.90556
1278,WALK,22.72945
1279,AUTO,203.3319
1280,AUTO,67.63373
1281,AUTO,516.32317
1282,AUTO,4293.904
1282,WALK,1838.77925
1283,AUTO,8424.97587
1284,AUTO,5892.44711
1285,AUTO,41.07808
1286,AUTO,316.21572
1286,WALK,100.20144
1287,AUTO,1241.06047
1288,AUTO,1870.36856
1289,AUTO,8374.42469
1289,BIKE,1168.77364
1289,TNC,414.77392
1289,WALK,3031.12025
1290,AUTO,19959.64885
1290,TRANSIT,429.82572
1290,WALK,414.77392
1291,AUTO,403.65288
1292,AUTO,11718.86857
1292,WALK,2827.85076
1293,AUTO,9329.89475
1293,BIKE,273.16792
1293,WALK,16115.53002
1295,AUTO,3328.38543
1295,WALK,425.78727
1296,AUTO,5586.83249
1297,AUTO,6468.27609
1297,TRANSIT,520.82046
1298,AUTO,5171.31599
1299,AUTO,695.5571
1300,AUTO,11203.03198
1300,OTHER,3275.4079
1300,TRANSIT,294.019
1300,WALK,116.00359
1301,AUTO,2190.87355
1301,BIKE,190.22469
1301,OTHER,190.22469
1301,TRANSIT,429.82572
1301,WALK,541.26169
1302,AUTO,7824.57189
1302,BIKE,1999.10421
1302,WALK,1063.26534
1303,AUTO,4992.47647
1303,TRANSIT,151.67864
1303,WALK,204.36797
1304,AUTO,10063.83781
1304,SCHOOL_BUS,25.77046
1304,TRANSIT,98.36514
1304,WALK,6016.70617
1305,AUTO,57.41389
1306,AUTO,1014.24227
1306,BIKE,124.11392
