PERSON_TYPE,PER,ORIG_PURPOSE,TIME_USE
CHILD AGE 5 TO 15,36,SCHOOL,17.2759389583333
CHILD AGE 5 TO 15,36,SHOP,79.538126875
CHILD AGE 5 TO 15,36,SOC AND REC,133.098502291667
CHILD AGE 5 TO 15,36,WORK,8.52265375
CHILD AGE 5 TO 15,37,COMMUTE,79.7497666982639
CHILD AGE 5 TO 15,37,ESCORT,53.12296
CHILD AGE 5 TO 15,37,HOME,1390.46404458333
CHILD AGE 5 TO 15,37,MEAL,59.3699
CHILD AGE 5 TO 15,37,OTHER,0
CHILD AGE 5 TO 15,37,SCHOOL,8.54820041666667
CHILD AGE 5 TO 15,37,SHOP,50.5806433333333
CHILD AGE 5 TO 15,37,SOC AND REC,90.136796875
CHILD AGE 5 TO 15,37,WORK,3.299955625
CHILD AGE 5 TO 15,38,COMMUTE,73.1964189840278
CHILD AGE 5 TO 15,38,ESCORT,41.4859752083333
CHILD AGE 5 TO 15,38,HOME,1435.73630916667
CHILD AGE 5 TO 15,38,MEAL,13.4766064583333
CHILD AGE 5 TO 15,38,OTHER,0
CHILD AGE 5 TO 15,38,SCHOOL,1.99031041666667
CHILD AGE 5 TO 15,38,SHOP,42.3266802083333
CHILD AGE 5 TO 15,38,SOC AND REC,79.6823179166667
CHILD AGE 5 TO 15,38,WORK,3.21678729166667
CHILD AGE 5 TO 15,39,COMMUTE,21.8265487211806
CHILD AGE 5 TO 15,39,ESCORT,41.4859752083333
CHILD AGE 5 TO 15,39,HOME,1369.02732479167
CHILD AGE 5 TO 15,39,MEAL,13.4766064583333
CHILD AGE 5 TO 15,39,OTHER,0
CHILD AGE 5 TO 15,39,SCHOOL,0
CHILD AGE 5 TO 15,39,SHOP,16.732301875
CHILD AGE 5 TO 15,39,SOC AND REC,46.670544375
CHILD AGE 5 TO 15,39,WORK,3.13361895833333
CHILD AGE 5 TO 15,40,COMMUTE,28.2117869614583
CHILD AGE 5 TO 15,40,ESCORT,41.4859752083333
CHILD AGE 5 TO 15,40,HOME,1367.95711916667
CHILD AGE 5 TO 15,40,MEAL,13.4766064583333
CHILD AGE 5 TO 15,40,OTHER,0
CHILD AGE 5 TO 15,40,SCHOOL,0
CHILD AGE 5 TO 15,40,SHOP,33.245644375
CHILD AGE 5 TO 15,40,SOC AND REC,46.670544375
CHILD AGE 5 TO 15,40,WORK,3.13361895833333
CHILD AGE 5 TO 15,41,COMMUTE,36.063960953125
CHILD AGE 5 TO 15,41,ESCORT,24.9726327083333
CHILD AGE 5 TO 15,41,HOME,1376.21379041667
CHILD AGE 5 TO 15,41,MEAL,7.76687895833333
CHILD AGE 5 TO 15,41,OTHER,0
CHILD AGE 5 TO 15,41,SCHOOL,0
CHILD AGE 5 TO 15,41,SHOP,24.988973125
CHILD AGE 5 TO 15,41,SOC AND REC,46.670544375
CHILD AGE 5 TO 15,41,WORK,3.13361895833333
CHILD AGE 5 TO 15,42,COMMUTE,31.577836240625
CHILD AGE 5 TO 15,42,ESCORT,16.7159614583333
CHILD AGE 5 TO 15,42,HOME,1384.47046166667
CHILD AGE 5 TO 15,42,MEAL,7.76687895833333
CHILD AGE 5 TO 15,42,OTHER,0
CHILD AGE 5 TO 15,42,SCHOOL,0
CHILD AGE 5 TO 15,42,SHOP,16.732301875
CHILD AGE 5 TO 15,42,SOC AND REC,21.9005302083333
CHILD AGE 5 TO 15,42,WORK,3.13361895833333
CHILD AGE 5 TO 15,43,COMMUTE,31.6753815725695
CHILD AGE 5 TO 15,43,ESCORT,16.7159614583333
CHILD AGE 5 TO 15,43,HOME,1386.53908375
CHILD AGE 5 TO 15,43,MEAL,7.76687895833333
CHILD AGE 5 TO 15,43,OTHER,0
CHILD AGE 5 TO 15,43,SCHOOL,0
CHILD AGE 5 TO 15,43,SHOP,16.732301875
CHILD AGE 5 TO 15,43,SOC AND REC,21.9005302083333
CHILD AGE 5 TO 15,43,WORK,3.13361895833333
CHILD AGE 5 TO 15,44,COMMUTE,31.109958203125
CHILD AGE 5 TO 15,44,ESCORT,16.7159614583333
CHILD AGE 5 TO 15,44,HOME,1394.78684666667
CHILD AGE 5 TO 15,44,MEAL,7.76687895833333
CHILD AGE 5 TO 15,44,OTHER,0
CHILD AGE 5 TO 15,44,SCHOOL,0
CHILD AGE 5 TO 15,44,SHOP,16.732301875
CHILD AGE 5 TO 15,44,SOC AND REC,34.2855372916667
CHILD AGE 5 TO 15,44,WORK,3.13361895833333
CHILD AGE 5 TO 15,45,COMMUTE,18.6807744850694
CHILD AGE 5 TO 15,45,ESCORT,16.7159614583333
CHILD AGE 5 TO 15,45,HOME,1385.53545854167
CHILD AGE 5 TO 15,45,MEAL,7.76687895833333
CHILD AGE 5 TO 15,45,OTHER,0
CHILD AGE 5 TO 15,45,SCHOOL,0
CHILD AGE 5 TO 15,45,SHOP,16.732301875
CHILD AGE 5 TO 15,45,SOC AND REC,21.9005302083333
CHILD AGE 5 TO 15,45,WORK,3.13361895833333
CHILD AGE 5 TO 15,46,COMMUTE,17.5271837427083
CHILD AGE 5 TO 15,46,ESCORT,19.5708252083333
CHILD AGE 5 TO 15,46,HOME,1379.54697583333
CHILD AGE 5 TO 15,46,MEAL,7.76687895833333
CHILD AGE 5 TO 15,46,OTHER,0
CHILD AGE 5 TO 15,46,SCHOOL,0
CHILD AGE 5 TO 15,46,SHOP,16.732301875
CHILD AGE 5 TO 15,46,SOC AND REC,21.9005302083333
CHILD AGE 5 TO 15,46,WORK,3.13361895833333
CHILD AGE 5 TO 15,47,COMMUTE,16.5850787052083
CHILD AGE 5 TO 15,47,ESCORT,16.7159614583333
CHILD AGE 5 TO 15,47,HOME,1382.40183958333
CHILD AGE 5 TO 15,47,MEAL,7.76687895833333
CHILD AGE 5 TO 15,47,OTHER,0
CHILD AGE 5 TO 15,47,SCHOOL,0
CHILD AGE 5 TO 15,47,SHOP,16.732301875
CHILD AGE 5 TO 15,47,SOC AND REC,21.9005302083333
CHILD AGE 5 TO 15,47,WORK,3.13361895833333
CHILD AGE 5 TO 15,48,COMMUTE,15.6286993489583
CHILD AGE 5 TO 15,48,ESCORT,16.7159614583333
CHILD AGE 5 TO 15,48,HOME,1382.40183958333
CHILD AGE 5 TO 15,48,MEAL,7.76687895833333
CHILD AGE 5 TO 15,48,OTHER,0
CHILD AGE 5 TO 15,48,SCHOOL,0
CHILD AGE 5 TO 15,48,SHOP,16.732301875
CHILD AGE 5 TO 15,48,SOC AND REC,21.9005302083333
CHILD AGE 5 TO 15,48,WORK,3.13361895833333
FULL TIME WORKER,1,COMMUTE,111.380371487217
FULL TIME WORKER,1,ESCORT,0
FULL TIME WORKER,1,HOME,3677.179589375
FULL TIME WORKER,1,MEAL,55.7435825
FULL TIME WORKER,1,OTHER,0
FULL TIME WORKER,1,SCHOOL,0
FULL TIME WORKER,1,SHOP,48.6428266666667
FULL TIME WORKER,1,SOC AND REC,32.7538797916667
FULL TIME WORKER,1,WORK,97.2088175
FULL TIME WORKER,2,COMMUTE,132.462472482588
FULL TIME WORKER,2,ESCORT,0
FULL TIME WORKER,2,HOME,3687.30812229167
FULL TIME WORKER,2,MEAL,41.8518410416667
FULL TIME WORKER,2,OTHER,0
FULL TIME WORKER,2,SCHOOL,0
FULL TIME WORKER,2,SHOP,50.5962025
FULL TIME WORKER,2,SOC AND REC,43.3408920833333
FULL TIME WORKER,2,WORK,165.65694125
FULL TIME WORKER,3,COMMUTE,94.9691019501638
FULL TIME WORKER,3,ESCORT,0
FULL TIME WORKER,3,HOME,3677.01188562501
FULL TIME WORKER,3,MEAL,41.8518410416667
FULL TIME WORKER,3,OTHER,0
FULL TIME WORKER,3,SCHOOL,0
FULL TIME WORKER,3,SHOP,43.4132433333333
FULL TIME WORKER,3,SOC AND REC,45.1419452083334
FULL TIME WORKER,3,WORK,168.157305208333
FULL TIME WORKER,4,COMMUTE,196.977270730835
FULL TIME WORKER,4,ESCORT,0
FULL TIME WORKER,4,HOME,3670.42822708334
FULL TIME WORKER,4,MEAL,47.113816875
FULL TIME WORKER,4,OTHER,0
FULL TIME WORKER,4,SCHOOL,0
FULL TIME WORKER,4,SHOP,64.7254164583334
FULL TIME WORKER,4,SOC AND REC,104.6852525
FULL TIME WORKER,4,WORK,220.583671041667
FULL TIME WORKER,5,COMMUTE,393.263134658836
FULL TIME WORKER,5,ESCORT,39.9011239583333
FULL TIME WORKER,5,HOME,3664.54654604167
FULL TIME WORKER,5,MEAL,69.0984641666667
FULL TIME WORKER,5,OTHER,0
FULL TIME WORKER,5,SCHOOL,0
FULL TIME WORKER,5,SHOP,113.87657625
FULL TIME WORKER,5,SOC AND REC,91.5269843750001
FULL TIME WORKER,5,WORK,324.0016725
FULL TIME WORKER,6,COMMUTE,890.446224710328
FULL TIME WORKER,6,ESCORT,26.7614610416667
FULL TIME WORKER,6,HOME,3552.73499333334
FULL TIME WORKER,6,MEAL,215.384794791667
FULL TIME WORKER,6,OTHER,0
FULL TIME WORKER,6,SCHOOL,0
FULL TIME WORKER,6,SHOP,98.6782554166667
FULL TIME WORKER,6,SOC AND REC,176.472878125
FULL TIME WORKER,6,WORK,791.995161458333
FULL TIME WORKER,7,COMMUTE,1454.90250377549
FULL TIME WORKER,7,ESCORT,47.096310625
FULL TIME WORKER,7,HOME,3538.02707666667
FULL TIME WORKER,7,MEAL,179.516877083333
FULL TIME WORKER,7,OTHER,0
FULL TIME WORKER,7,SCHOOL,0
FULL TIME WORKER,7,SHOP,127.270525833333
FULL TIME WORKER,7,SOC AND REC,480.45053375
FULL TIME WORKER,7,WORK,1515.92286395833
FULL TIME WORKER,8,COMMUTE,2221.26558062026
FULL TIME WORKER,8,ESCORT,137.108505625
FULL TIME WORKER,8,HOME,3394.36505729167
FULL TIME WORKER,8,MEAL,176.80848375
FULL TIME WORKER,8,OTHER,0
FULL TIME WORKER,8,SCHOOL,27.9041397916667
FULL TIME WORKER,8,SHOP,231.567947291667
FULL TIME WORKER,8,SOC AND REC,418.799190625
FULL TIME WORKER,8,WORK,2681.31216708334
FULL TIME WORKER,9,COMMUTE,3251.55953491776
FULL TIME WORKER,9,ESCORT,245.554494375
FULL TIME WORKER,9,HOME,3186.32224625
FULL TIME WORKER,9,MEAL,349.301310416667
FULL TIME WORKER,9,OTHER,0
FULL TIME WORKER,9,SCHOOL,145.671603333333
FULL TIME WORKER,9,SHOP,405.860961666666
FULL TIME WORKER,9,SOC AND REC,423.434188125
FULL TIME WORKER,9,WORK,4639.451391875
FULL TIME WORKER,10,COMMUTE,3891.82789158654
FULL TIME WORKER,10,ESCORT,304.62156625
FULL TIME WORKER,10,HOME,2802.01839041667
FULL TIME WORKER,10,MEAL,373.973043541666
FULL TIME WORKER,10,OTHER,0
FULL TIME WORKER,10,SCHOOL,177.160324791667
FULL TIME WORKER,10,SHOP,619.340402916667
FULL TIME WORKER,10,SOC AND REC,414.191448333333
FULL TIME WORKER,10,WORK,7096.49216354165
FULL TIME WORKER,11,COMMUTE,3520.25191109234
FULL TIME WORKER,11,ESCORT,278.102312708333
FULL TIME WORKER,11,HOME,2371.81048229167
FULL TIME WORKER,11,MEAL,369.80126875
FULL TIME WORKER,11,OTHER,0
FULL TIME WORKER,11,SCHOOL,166.30450375
FULL TIME WORKER,11,SHOP,838.426470833333
FULL TIME WORKER,11,SOC AND REC,248.144655833333
FULL TIME WORKER,11,WORK,10002.0397202083
FULL TIME WORKER,12,COMMUTE,2705.67772972254
FULL TIME WORKER,12,ESCORT,188.495591666667
FULL TIME WORKER,12,HOME,1944.12033541667
FULL TIME WORKER,12,MEAL,327.39817875
FULL TIME WORKER,12,OTHER,0
FULL TIME WORKER,12,SCHOOL,100.771816458333
FULL TIME WORKER,12,SHOP,880.3191775
FULL TIME WORKER,12,SOC AND REC,194.012147083333
FULL TIME WORKER,12,WORK,12207.5657058333
FULL TIME WORKER,13,COMMUTE,1975.36935337708
FULL TIME WORKER,13,ESCORT,178.628159375
FULL TIME WORKER,13,HOME,1773.84178770833
FULL TIME WORKER,13,MEAL,243.038835625
FULL TIME WORKER,13,OTHER,0
FULL TIME WORKER,13,SCHOOL,89.022109375
FULL TIME WORKER,13,SHOP,1063.53188729167
FULL TIME WORKER,13,SOC AND REC,326.783123958333
FULL TIME WORKER,13,WORK,13477.7262435417
FULL TIME WORKER,14,COMMUTE,1608.28742085757
FULL TIME WORKER,14,ESCORT,118.151525
FULL TIME WORKER,14,HOME,1726.90849541667
FULL TIME WORKER,14,MEAL,246.030207708333
FULL TIME WORKER,14,OTHER,0
FULL TIME WORKER,14,SCHOOL,107.3636775
FULL TIME WORKER,14,SHOP,1277.41494208333
FULL TIME WORKER,14,SOC AND REC,353.525595833333
FULL TIME WORKER,14,WORK,14242.8229239583
FULL TIME WORKER,15,COMMUTE,1579.49570795082
FULL TIME WORKER,15,ESCORT,110.330365416667
FULL TIME WORKER,15,HOME,1660.17107645833
FULL TIME WORKER,15,MEAL,206.579047916667
FULL TIME WORKER,15,OTHER,0
FULL TIME WORKER,15,SCHOOL,103.236010208333
FULL TIME WORKER,15,SHOP,1323.44743416667
FULL TIME WORKER,15,SOC AND REC,469.12342
FULL TIME WORKER,15,WORK,14792.682865625
FULL TIME WORKER,16,COMMUTE,1339.50817003419
FULL TIME WORKER,16,ESCORT,91.4959158333333
FULL TIME WORKER,16,HOME,1853.84028458333
FULL TIME WORKER,16,MEAL,294.403436666667
FULL TIME WORKER,16,OTHER,0
FULL TIME WORKER,16,SCHOOL,95.860560625
FULL TIME WORKER,16,SHOP,1337.25724729167
FULL TIME WORKER,16,SOC AND REC,415.548246458333
FULL TIME WORKER,16,WORK,14892.9803375
FULL TIME WORKER,17,COMMUTE,1341.73646986713
FULL TIME WORKER,17,ESCORT,74.3334527083334
FULL TIME WORKER,17,HOME,1825.9314225
FULL TIME WORKER,17,MEAL,513.733432083333
FULL TIME WORKER,17,OTHER,0
FULL TIME WORKER,17,SCHOOL,75.442785
FULL TIME WORKER,17,SHOP,1393.4730325
FULL TIME WORKER,17,SOC AND REC,410.950159583333
FULL TIME WORKER,17,WORK,14959.37915125
FULL TIME WORKER,18,COMMUTE,1324.30640473666
FULL TIME WORKER,18,ESCORT,81.0705579166667
FULL TIME WORKER,18,HOME,1867.38280270833
FULL TIME WORKER,18,MEAL,875.675454375
FULL TIME WORKER,18,OTHER,0
FULL TIME WORKER,18,SCHOOL,75.442785
FULL TIME WORKER,18,SHOP,1523.46229229167
FULL TIME WORKER,18,SOC AND REC,392.2568875
FULL TIME WORKER,18,WORK,14979.7515497917
FULL TIME WORKER,19,COMMUTE,1566.44795884879
FULL TIME WORKER,19,ESCORT,64.475169375
FULL TIME WORKER,19,HOME,2190.10936104167
FULL TIME WORKER,19,MEAL,1310.483434375
FULL TIME WORKER,19,OTHER,0
FULL TIME WORKER,19,SCHOOL,75.7739360416667
FULL TIME WORKER,19,SHOP,1532.96365104167
FULL TIME WORKER,19,SOC AND REC,510.312421875
FULL TIME WORKER,19,WORK,14726.9373316667
FULL TIME WORKER,20,COMMUTE,1642.58585820714
FULL TIME WORKER,20,ESCORT,69.3245372916667
FULL TIME WORKER,20,HOME,2100.74963354166
FULL TIME WORKER,20,MEAL,1346.59322604167
FULL TIME WORKER,20,OTHER,0
FULL TIME WORKER,20,SCHOOL,50.2039277083333
FULL TIME WORKER,20,SHOP,1566.209033125
FULL TIME WORKER,20,SOC AND REC,540.360996875
FULL TIME WORKER,20,WORK,14533.0214297917
FULL TIME WORKER,21,COMMUTE,1534.32905293883
FULL TIME WORKER,21,ESCORT,133.980736666667
FULL TIME WORKER,21,HOME,2037.68776604167
FULL TIME WORKER,21,MEAL,1110.55544229167
FULL TIME WORKER,21,OTHER,0
FULL TIME WORKER,21,SCHOOL,43.721133125
FULL TIME WORKER,21,SHOP,1556.41855854167
FULL TIME WORKER,21,SOC AND REC,570.703981458333
FULL TIME WORKER,21,WORK,14547.5739322917
FULL TIME WORKER,22,COMMUTE,1461.21500129711
FULL TIME WORKER,22,ESCORT,144.329309791667
FULL TIME WORKER,22,HOME,2049.38319958333
FULL TIME WORKER,22,MEAL,716.591087916667
FULL TIME WORKER,22,OTHER,0
FULL TIME WORKER,22,SCHOOL,54.324113125
FULL TIME WORKER,22,SHOP,1497.88402958333
FULL TIME WORKER,22,SOC AND REC,623.394235833333
FULL TIME WORKER,22,WORK,14766.6303425
FULL TIME WORKER,23,COMMUTE,1336.85199612626
FULL TIME WORKER,23,ESCORT,81.16640125
FULL TIME WORKER,23,HOME,1991.024725
FULL TIME WORKER,23,MEAL,538.214771875
FULL TIME WORKER,23,OTHER,0
FULL TIME WORKER,23,SCHOOL,31.19260125
FULL TIME WORKER,23,SHOP,1608.62392395833
FULL TIME WORKER,23,SOC AND REC,549.62692
FULL TIME WORKER,23,WORK,14742.9711397917
FULL TIME WORKER,24,COMMUTE,1485.83488104592
FULL TIME WORKER,24,ESCORT,101.921992916667
FULL TIME WORKER,24,HOME,2102.97761729166
FULL TIME WORKER,24,MEAL,508.282209791667
FULL TIME WORKER,24,OTHER,0
FULL TIME WORKER,24,SCHOOL,40.45091875
FULL TIME WORKER,24,SHOP,1435.167789375
FULL TIME WORKER,24,SOC AND REC,557.00673125
FULL TIME WORKER,24,WORK,14742.7581139583
FULL TIME WORKER,25,COMMUTE,1812.16618665097
FULL TIME WORKER,25,ESCORT,189.024992083333
FULL TIME WORKER,25,HOME,2199.29735
FULL TIME WORKER,25,MEAL,518.009974583333
FULL TIME WORKER,25,OTHER,0
FULL TIME WORKER,25,SCHOOL,51.8678233333333
FULL TIME WORKER,25,SHOP,1367.450065
FULL TIME WORKER,25,SOC AND REC,534.16119875
FULL TIME WORKER,25,WORK,14416.9765404167
FULL TIME WORKER,26,COMMUTE,2209.28703972455
FULL TIME WORKER,26,ESCORT,204.183549375
FULL TIME WORKER,26,HOME,2717.59157479166
FULL TIME WORKER,26,MEAL,397.704899166667
FULL TIME WORKER,26,OTHER,0
FULL TIME WORKER,26,SCHOOL,45.4087245833333
FULL TIME WORKER,26,SHOP,1438.467673125
FULL TIME WORKER,26,SOC AND REC,552.495610625
FULL TIME WORKER,26,WORK,13763.50552625
FULL TIME WORKER,27,COMMUTE,2876.36980229932
FULL TIME WORKER,27,ESCORT,346.110087916667
FULL TIME WORKER,27,HOME,3136.06702833333
FULL TIME WORKER,27,MEAL,450.964542083334
FULL TIME WORKER,27,OTHER,0
FULL TIME WORKER,27,SCHOOL,95.090715
FULL TIME WORKER,27,SHOP,1580.32016979167
FULL TIME WORKER,27,SOC AND REC,650.229248958333
FULL TIME WORKER,27,WORK,12649.3824291667
FULL TIME WORKER,28,COMMUTE,3632.99166934982
FULL TIME WORKER,28,ESCORT,317.932897083333
FULL TIME WORKER,28,HOME,4172.80149062499
FULL TIME WORKER,28,MEAL,403.829839375
FULL TIME WORKER,28,OTHER,0
FULL TIME WORKER,28,SCHOOL,93.932488125
FULL TIME WORKER,28,SHOP,1683.59982520833
FULL TIME WORKER,28,SOC AND REC,596.191605208333
FULL TIME WORKER,28,WORK,11043.8780875
FULL TIME WORKER,29,COMMUTE,4568.28610240544
FULL TIME WORKER,29,ESCORT,339.4530025
FULL TIME WORKER,29,HOME,4892.29458520833
FULL TIME WORKER,29,MEAL,596.646083125
FULL TIME WORKER,29,OTHER,0
FULL TIME WORKER,29,SCHOOL,118.3616
FULL TIME WORKER,29,SHOP,1922.54897
FULL TIME WORKER,29,SOC AND REC,1082.543356875
FULL TIME WORKER,29,WORK,9085.52489687498
FULL TIME WORKER,30,COMMUTE,4656.82538952692
FULL TIME WORKER,30,ESCORT,314.999391458333
FULL TIME WORKER,30,HOME,5964.96289645832
FULL TIME WORKER,30,MEAL,718.440202916667
FULL TIME WORKER,30,OTHER,0
FULL TIME WORKER,30,SCHOOL,96.4582683333333
FULL TIME WORKER,30,SHOP,1949.20388958333
FULL TIME WORKER,30,SOC AND REC,1404.91392520833
FULL TIME WORKER,30,WORK,6248.54151020832
FULL TIME WORKER,31,COMMUTE,4385.48515359879
FULL TIME WORKER,31,ESCORT,267.145649583333
FULL TIME WORKER,31,HOME,6580.98445124998
FULL TIME WORKER,31,MEAL,954.307258333333
FULL TIME WORKER,31,OTHER,0
FULL TIME WORKER,31,SCHOOL,98.803035
FULL TIME WORKER,31,SHOP,2121.70947083333
FULL TIME WORKER,31,SOC AND REC,1726.28026770834
FULL TIME WORKER,31,WORK,4140.92437541667
FULL TIME WORKER,32,COMMUTE,3073.76526644816
FULL TIME WORKER,32,ESCORT,223.002482291667
FULL TIME WORKER,32,HOME,5838.82487416665
FULL TIME WORKER,32,MEAL,1047.57209875
FULL TIME WORKER,32,OTHER,0
FULL TIME WORKER,32,SCHOOL,165.312937291667
FULL TIME WORKER,32,SHOP,1843.636808125
FULL TIME WORKER,32,SOC AND REC,1934.76920333334
FULL TIME WORKER,32,WORK,2812.19139229167
FULL TIME WORKER,33,COMMUTE,2424.96459663337
FULL TIME WORKER,33,ESCORT,274.974097708333
FULL TIME WORKER,33,HOME,5093.84609645832
FULL TIME WORKER,33,MEAL,1199.574245
FULL TIME WORKER,33,OTHER,0
FULL TIME WORKER,33,SCHOOL,152.853689583333
FULL TIME WORKER,33,SHOP,1674.75572041667
FULL TIME WORKER,33,SOC AND REC,1941.99666145834
FULL TIME WORKER,33,WORK,2386.61166125
FULL TIME WORKER,34,COMMUTE,1723.20032964152
FULL TIME WORKER,34,ESCORT,87.8077679166667
FULL TIME WORKER,34,HOME,4701.63613249999
FULL TIME WORKER,34,MEAL,1004.77008208333
FULL TIME WORKER,34,OTHER,0
FULL TIME WORKER,34,SCHOOL,173.59596875
FULL TIME WORKER,34,SHOP,1299.6650475
FULL TIME WORKER,34,SOC AND REC,1674.882298125
FULL TIME WORKER,34,WORK,2027.09993104167
FULL TIME WORKER,35,COMMUTE,1501.47767287192
FULL TIME WORKER,35,ESCORT,88.8600152083333
FULL TIME WORKER,35,HOME,4633.52502562499
FULL TIME WORKER,35,MEAL,887.861181666667
FULL TIME WORKER,35,OTHER,0
FULL TIME WORKER,35,SCHOOL,173.395598333333
FULL TIME WORKER,35,SHOP,1096.28675333333
FULL TIME WORKER,35,SOC AND REC,1367.717460625
FULL TIME WORKER,35,WORK,1688.028253125
FULL TIME WORKER,36,COMMUTE,1186.12341936089
FULL TIME WORKER,36,ESCORT,101.817061458333
FULL TIME WORKER,36,HOME,4760.33228562499
FULL TIME WORKER,36,MEAL,722.979497708334
FULL TIME WORKER,36,OTHER,0
FULL TIME WORKER,36,SCHOOL,80.5153977083333
FULL TIME WORKER,36,SHOP,843.767810625
FULL TIME WORKER,36,SOC AND REC,1135.37856229167
FULL TIME WORKER,36,WORK,1226.953213125
FULL TIME WORKER,37,COMMUTE,931.24169973714
FULL TIME WORKER,37,ESCORT,111.105351666667
FULL TIME WORKER,37,HOME,4412.63097854165
FULL TIME WORKER,37,MEAL,615.804106666667
FULL TIME WORKER,37,OTHER,0
FULL TIME WORKER,37,SCHOOL,51.4754491666667
FULL TIME WORKER,37,SHOP,433.66918125
FULL TIME WORKER,37,SOC AND REC,784.891790833333
FULL TIME WORKER,37,WORK,996.3022725
FULL TIME WORKER,38,COMMUTE,728.994671336661
FULL TIME WORKER,38,ESCORT,29.9096877083333
FULL TIME WORKER,38,HOME,4271.45798208333
FULL TIME WORKER,38,MEAL,457.997529166667
FULL TIME WORKER,38,OTHER,0
FULL TIME WORKER,38,SCHOOL,11.2105239583333
FULL TIME WORKER,38,SHOP,258.477079583333
FULL TIME WORKER,38,SOC AND REC,726.549515208333
FULL TIME WORKER,38,WORK,774.16214375
FULL TIME WORKER,39,COMMUTE,575.338739407107
FULL TIME WORKER,39,ESCORT,35.46077375
FULL TIME WORKER,39,HOME,4235.46826708333
FULL TIME WORKER,39,MEAL,317.880312708333
FULL TIME WORKER,39,OTHER,0
FULL TIME WORKER,39,SCHOOL,1.226761875
FULL TIME WORKER,39,SHOP,145.3690775
FULL TIME WORKER,39,SOC AND REC,488.202884583333
FULL TIME WORKER,39,WORK,634.937499583333
FULL TIME WORKER,40,COMMUTE,418.634513636008
FULL TIME WORKER,40,ESCORT,40.11704
FULL TIME WORKER,40,HOME,4036.01409583334
FULL TIME WORKER,40,MEAL,169.103757291667
FULL TIME WORKER,40,OTHER,0
FULL TIME WORKER,40,SCHOOL,0
FULL TIME WORKER,40,SHOP,136.628021458333
FULL TIME WORKER,40,SOC AND REC,309.331018958333
FULL TIME WORKER,40,WORK,518.0714975
FULL TIME WORKER,41,COMMUTE,340.933246613488
FULL TIME WORKER,41,ESCORT,54.06687125
FULL TIME WORKER,41,HOME,4117.39903708334
FULL TIME WORKER,41,MEAL,112.773833958333
FULL TIME WORKER,41,OTHER,0
FULL TIME WORKER,41,SCHOOL,0
FULL TIME WORKER,41,SHOP,123.524548958333
FULL TIME WORKER,41,SOC AND REC,221.849090833333
FULL TIME WORKER,41,WORK,403.665488541667
FULL TIME WORKER,42,COMMUTE,272.617146412785
FULL TIME WORKER,42,ESCORT,18.859589375
FULL TIME WORKER,42,HOME,3931.67407708334
FULL TIME WORKER,42,MEAL,75.9365772916667
FULL TIME WORKER,42,OTHER,0
FULL TIME WORKER,42,SCHOOL,0
FULL TIME WORKER,42,SHOP,136.172200208333
FULL TIME WORKER,42,SOC AND REC,137.712535416667
FULL TIME WORKER,42,WORK,343.877618333333
FULL TIME WORKER,43,COMMUTE,211.670465675636
FULL TIME WORKER,43,ESCORT,21.896825
FULL TIME WORKER,43,HOME,3912.11874291667
FULL TIME WORKER,43,MEAL,40.3550302083333
FULL TIME WORKER,43,OTHER,0
FULL TIME WORKER,43,SCHOOL,0
FULL TIME WORKER,43,SHOP,62.4008220833333
FULL TIME WORKER,43,SOC AND REC,57.4749475
FULL TIME WORKER,43,WORK,248.773599166667
FULL TIME WORKER,44,COMMUTE,168.284946340914
FULL TIME WORKER,44,ESCORT,15.550014375
FULL TIME WORKER,44,HOME,3823.17332062501
FULL TIME WORKER,44,MEAL,60.7793939583333
FULL TIME WORKER,44,OTHER,0
FULL TIME WORKER,44,SCHOOL,0
FULL TIME WORKER,44,SHOP,36.5848810416667
FULL TIME WORKER,44,SOC AND REC,49.7070416666667
FULL TIME WORKER,44,WORK,192.46544125
FULL TIME WORKER,45,COMMUTE,162.344313826678
FULL TIME WORKER,45,ESCORT,14.2151077083333
FULL TIME WORKER,45,HOME,3838.09178770834
FULL TIME WORKER,45,MEAL,52.328624375
FULL TIME WORKER,45,OTHER,0
FULL TIME WORKER,45,SCHOOL,0
FULL TIME WORKER,45,SHOP,30.8793677083333
FULL TIME WORKER,45,SOC AND REC,48.567935
FULL TIME WORKER,45,WORK,159.735841458333
FULL TIME WORKER,46,COMMUTE,153.793136227372
FULL TIME WORKER,46,ESCORT,14.2151077083333
FULL TIME WORKER,46,HOME,3872.75969250001
FULL TIME WORKER,46,MEAL,40.9614983333333
FULL TIME WORKER,46,OTHER,0
FULL TIME WORKER,46,SCHOOL,0
FULL TIME WORKER,46,SHOP,30.8793677083333
FULL TIME WORKER,46,SOC AND REC,43.1229372916667
FULL TIME WORKER,46,WORK,159.898035833333
FULL TIME WORKER,47,COMMUTE,147.458880183778
FULL TIME WORKER,47,ESCORT,14.2151077083333
FULL TIME WORKER,47,HOME,3828.15509770834
FULL TIME WORKER,47,MEAL,63.701018125
FULL TIME WORKER,47,OTHER,0
FULL TIME WORKER,47,SCHOOL,0
FULL TIME WORKER,47,SHOP,19.5122416666667
FULL TIME WORKER,47,SOC AND REC,49.3575822916667
FULL TIME WORKER,47,WORK,145.593264375
FULL TIME WORKER,48,COMMUTE,137.435442987366
FULL TIME WORKER,48,ESCORT,7.86829708333333
FULL TIME WORKER,48,HOME,3824.46546041667
FULL TIME WORKER,48,MEAL,54.008285625
