ZONE,COUNTY,MODE,TRIPS
129,Hillsborough County,CAR,104.12957
129,Hillsborough County,CAR_SHARE,0
129,Hillsborough County,LONG_DIST_PASS,0
129,Hillsborough County,MISSING,0
129,Hillsborough County,OTHER,0
129,Hillsborough County,SCHOOL_BUS,0
129,Hillsborough County,SHUTTLE_VANPOOL,0
129,Hillsborough County,TNC,0
129,Hillsborough County,TRANSIT,0
129,Hillsborough County,WALK,0
133,Hillsborough County,BIKE,0
133,Hillsborough County,BIKE_SHARE,0
133,Hillsborough County,CAR,871.51887
133,Hillsborough County,CAR_SHARE,0
133,Hillsborough County,LONG_DIST_PASS,0
133,Hillsborough County,MISSING,0
133,Hillsborough County,OTHER,0
133,Hillsborough County,SCHOOL_BUS,0
133,Hillsborough County,SHUTTLE_VANPOOL,0
133,Hillsborough County,TNC,0
133,Hillsborough County,TRANSIT,0
133,Hillsborough County,WALK,0
134,Hillsborough County,BIKE,0
134,Hillsborough County,BIKE_SHARE,0
134,Hillsborough County,CAR,0
134,Hillsborough County,CAR_SHARE,0
134,Hillsborough County,LONG_DIST_PASS,0
134,Hillsborough County,MISSING,0
134,Hillsborough County,OTHER,0
134,Hillsborough County,SCHOOL_BUS,0
134,Hillsborough County,SHUTTLE_VANPOOL,0
134,Hillsborough County,TNC,0
134,Hillsborough County,TRANSIT,0
134,Hillsborough County,WALK,0
138,Hillsborough County,BIKE,0
138,Hillsborough County,BIKE_SHARE,0
138,Hillsborough County,CAR,937.10538
138,Hillsborough County,CAR_SHARE,0
138,Hillsborough County,LONG_DIST_PASS,0
138,Hillsborough County,MISSING,0
138,Hillsborough County,OTHER,0
138,Hillsborough County,SCHOOL_BUS,0
138,Hillsborough County,SHUTTLE_VANPOOL,0
138,Hillsborough County,TNC,0
138,Hillsborough County,TRANSIT,0
138,Hillsborough County,WALK,0
141,Hillsborough County,BIKE,0
141,Hillsborough County,BIKE_SHARE,0
141,Hillsborough County,CAR,0
141,Hillsborough County,CAR_SHARE,0
141,Hillsborough County,LONG_DIST_PASS,0
141,Hillsborough County,MISSING,0
141,Hillsborough County,OTHER,0
141,Hillsborough County,SCHOOL_BUS,0
141,Hillsborough County,SHUTTLE_VANPOOL,0
141,Hillsborough County,TNC,97.91104
141,Hillsborough County,TRANSIT,98.47162
141,Hillsborough County,WALK,0
142,Hillsborough County,BIKE,0
142,Hillsborough County,BIKE_SHARE,0
142,Hillsborough County,CAR,0
142,Hillsborough County,CAR_SHARE,0
142,Hillsborough County,LONG_DIST_PASS,0
142,Hillsborough County,MISSING,0
142,Hillsborough County,OTHER,0
142,Hillsborough County,SCHOOL_BUS,0
142,Hillsborough County,SHUTTLE_VANPOOL,0
142,Hillsborough County,TNC,99.30834
142,Hillsborough County,TRANSIT,0
142,Hillsborough County,WALK,0
144,Hillsborough County,BIKE,0
144,Hillsborough County,BIKE_SHARE,0
144,Hillsborough County,CAR,0
144,Hillsborough County,CAR_SHARE,0
144,Hillsborough County,LONG_DIST_PASS,0
144,Hillsborough County,MISSING,0
144,Hillsborough County,OTHER,0
144,Hillsborough County,SCHOOL_BUS,0
144,Hillsborough County,SHUTTLE_VANPOOL,0
144,Hillsborough County,TNC,0
144,Hillsborough County,TRANSIT,0
144,Hillsborough County,WALK,0
154,Hillsborough County,BIKE,0
154,Hillsborough County,BIKE_SHARE,0
154,Hillsborough County,CAR,26.70812
154,Hillsborough County,CAR_SHARE,0
154,Hillsborough County,LONG_DIST_PASS,0
154,Hillsborough County,MISSING,0
154,Hillsborough County,OTHER,0
154,Hillsborough County,SCHOOL_BUS,0
154,Hillsborough County,SHUTTLE_VANPOOL,0
154,Hillsborough County,TNC,0
154,Hillsborough County,TRANSIT,0
154,Hillsborough County,WALK,0
155,Hillsborough County,BIKE,0
155,Hillsborough County,BIKE_SHARE,0
155,Hillsborough County,CAR,120.02582
155,Hillsborough County,CAR_SHARE,0
155,Hillsborough County,LONG_DIST_PASS,0
155,Hillsborough County,MISSING,0
155,Hillsborough County,OTHER,0
155,Hillsborough County,SCHOOL_BUS,0
155,Hillsborough County,SHUTTLE_VANPOOL,0
155,Hillsborough County,TNC,0
155,Hillsborough County,TRANSIT,0
155,Hillsborough County,WALK,0
156,Hillsborough County,BIKE,0
156,Hillsborough County,BIKE_SHARE,0
156,Hillsborough County,CAR,106.16576
156,Hillsborough County,CAR_SHARE,0
156,Hillsborough County,LONG_DIST_PASS,0
156,Hillsborough County,MISSING,0
156,Hillsborough County,OTHER,0
156,Hillsborough County,SCHOOL_BUS,0
156,Hillsborough County,SHUTTLE_VANPOOL,0
156,Hillsborough County,TNC,0
156,Hillsborough County,TRANSIT,0
156,Hillsborough County,WALK,0
157,Hillsborough County,BIKE,0
157,Hillsborough County,BIKE_SHARE,0
157,Hillsborough County,CAR,0
157,Hillsborough County,CAR_SHARE,0
157,Hillsborough County,LONG_DIST_PASS,0
157,Hillsborough County,MISSING,0
157,Hillsborough County,OTHER,0
157,Hillsborough County,SCHOOL_BUS,0
157,Hillsborough County,SHUTTLE_VANPOOL,0
157,Hillsborough County,TNC,0
157,Hillsborough County,TRANSIT,0
157,Hillsborough County,WALK,0
161,Hillsborough County,BIKE,0
161,Hillsborough County,BIKE_SHARE,0
161,Hillsborough County,CAR,39.72882
161,Hillsborough County,CAR_SHARE,0
161,Hillsborough County,LONG_DIST_PASS,0
161,Hillsborough County,MISSING,0
161,Hillsborough County,OTHER,0
161,Hillsborough County,SCHOOL_BUS,0
161,Hillsborough County,SHUTTLE_VANPOOL,0
161,Hillsborough County,TNC,0
161,Hillsborough County,TRANSIT,0
161,Hillsborough County,WALK,0
164,Hillsborough County,BIKE,0
164,Hillsborough County,BIKE_SHARE,0
164,Hillsborough County,CAR,0
164,Hillsborough County,CAR_SHARE,0
164,Hillsborough County,LONG_DIST_PASS,0
164,Hillsborough County,MISSING,0
164,Hillsborough County,OTHER,0
164,Hillsborough County,SCHOOL_BUS,0
164,Hillsborough County,SHUTTLE_VANPOOL,0
164,Hillsborough County,TNC,0
164,Hillsborough County,TRANSIT,0
164,Hillsborough County,WALK,0
165,Hillsborough County,BIKE,0
165,Hillsborough County,BIKE_SHARE,0
165,Hillsborough County,CAR,1187.74234
165,Hillsborough County,CAR_SHARE,0
165,Hillsborough County,LONG_DIST_PASS,0
165,Hillsborough County,MISSING,0
165,Hillsborough County,OTHER,0
165,Hillsborough County,SCHOOL_BUS,0
165,Hillsborough County,SHUTTLE_VANPOOL,0
165,Hillsborough County,TNC,0
165,Hillsborough County,TRANSIT,0
165,Hillsborough County,WALK,0
168,Hillsborough County,BIKE,0
168,Hillsborough County,BIKE_SHARE,0
168,Hillsborough County,CAR,15.6842
168,Hillsborough County,CAR_SHARE,0
168,Hillsborough County,LONG_DIST_PASS,0
168,Hillsborough County,MISSING,0
168,Hillsborough County,OTHER,0
168,Hillsborough County,SCHOOL_BUS,0
168,Hillsborough County,SHUTTLE_VANPOOL,0
168,Hillsborough County,TNC,0
168,Hillsborough County,TRANSIT,0
168,Hillsborough County,WALK,0
170,Hillsborough County,BIKE,0
170,Hillsborough County,BIKE_SHARE,0
170,Hillsborough County,CAR,139.23155
170,Hillsborough County,CAR_SHARE,0
170,Hillsborough County,LONG_DIST_PASS,0
170,Hillsborough County,MISSING,0
